,iteration_1
batch_1,-41.920074462890625
batch_2,-41.27739715576172
batch_3,-42.10930633544922
batch_4,-40.878055572509766
batch_5,-43.43705368041992
batch_6,-43.184539794921875
batch_7,-41.593780517578125
batch_8,-43.32273864746094
batch_9,-43.22548294067383
batch_10,-41.758060455322266
batch_11,-40.76559066772461
batch_12,-42.4180908203125
batch_13,-39.655799865722656
batch_14,-41.52497482299805
batch_15,-41.85809326171875
batch_16,-43.71492004394531
batch_17,-41.15018081665039
batch_18,-42.940242767333984
batch_19,-41.74238967895508
batch_20,-41.5462760925293
batch_21,-43.74001693725586
batch_22,-41.70487976074219
batch_23,-41.517677307128906
batch_24,-41.998931884765625
batch_25,-42.9550666809082
batch_26,-43.04339599609375
batch_27,-42.773441314697266
batch_28,-42.62638473510742
batch_29,-43.00954055786133
batch_30,-43.64537048339844
batch_31,-43.93204116821289
batch_32,-43.902244567871094
batch_33,-43.51680374145508
batch_34,-43.205684661865234
batch_35,-43.270938873291016
batch_36,-42.33998107910156
batch_37,-40.99958419799805
batch_38,-43.03409194946289
batch_39,-43.81327819824219
batch_40,-42.70720672607422
batch_41,-40.730342864990234
batch_42,-43.06413650512695
batch_43,-42.23360824584961
batch_44,-41.90675354003906
batch_45,-43.48371505737305
batch_46,-42.600738525390625
batch_47,-43.755149841308594
batch_48,-42.78646469116211
batch_49,-43.18217468261719
batch_50,-44.010250091552734
batch_51,-43.49472427368164
batch_52,-42.82157897949219
batch_53,-42.3824462890625
batch_54,-43.93546676635742
batch_55,-43.47990036010742
batch_56,-41.39388656616211
batch_57,-43.49296951293945
batch_58,-42.25432205200195
batch_59,-43.620487213134766
batch_60,-43.44158172607422
batch_61,-44.0208854675293
batch_62,-43.34880828857422
batch_63,-43.57767868041992
batch_64,-42.88223648071289
batch_65,-43.084346771240234
batch_66,-42.54434585571289
batch_67,-42.37059020996094
batch_68,-42.869842529296875
batch_69,-43.303749084472656
batch_70,-43.67728805541992
batch_71,-43.63838195800781
batch_72,-42.25702667236328
batch_73,-42.84638595581055
batch_74,-43.86090087890625
batch_75,-42.67452621459961
batch_76,-43.4154052734375
batch_77,-43.1116943359375
batch_78,-43.30226516723633
batch_79,-42.350494384765625
batch_80,-42.820091247558594
batch_81,-43.13795852661133
batch_82,-43.294403076171875
batch_83,-43.6446418762207
batch_84,-42.6581916809082
batch_85,-43.69988250732422
batch_86,-42.93888473510742
batch_87,-43.82642364501953
batch_88,-43.73043441772461
batch_89,-43.846012115478516
batch_90,-43.3088493347168
batch_91,-42.817752838134766
batch_92,-43.21478271484375
batch_93,-43.218963623046875
batch_94,-42.22514343261719
batch_95,-42.81385803222656
batch_96,-43.89049530029297
batch_97,-42.82819366455078
batch_98,-43.23044204711914
batch_99,-43.9514274597168
batch_100,-43.60628128051758
batch_101,-42.55873107910156
batch_102,-44.273738861083984
batch_103,-43.0770263671875
batch_104,-43.423500061035156
batch_105,-43.86349105834961
batch_106,-44.26414489746094
batch_107,-43.825340270996094
batch_108,-42.90542221069336
batch_109,-43.44856262207031
batch_110,-43.401058197021484
batch_111,-43.37508773803711
batch_112,-43.762874603271484
batch_113,-43.302406311035156
batch_114,-44.2783317565918
batch_115,-43.97511672973633
batch_116,-43.38762283325195
batch_117,-43.54962921142578
batch_118,-43.121219635009766
batch_119,-43.38956832885742
batch_120,-43.32700729370117
batch_121,-43.457420349121094
batch_122,-43.847618103027344
batch_123,-43.871559143066406
batch_124,-43.281715393066406
batch_125,-43.86543655395508
batch_126,-43.96207046508789
batch_127,-43.53827667236328
batch_128,-43.2099723815918
batch_129,-43.78499221801758
batch_130,-43.348628997802734
batch_131,-43.864768981933594
batch_132,-43.463565826416016
batch_133,-43.965946197509766
batch_134,-43.6334228515625
batch_135,-42.819358825683594
batch_136,-42.73426818847656
batch_137,-43.6978759765625
batch_138,-42.83940124511719
batch_139,-42.807228088378906
batch_140,-44.24216842651367
batch_141,-42.584197998046875
batch_142,-42.604854583740234
batch_143,-41.06084442138672
batch_144,-42.554412841796875
batch_145,-42.271156311035156
batch_146,-43.52680206298828
batch_147,-44.1281852722168
batch_148,-39.83653259277344
batch_149,-43.88359069824219
batch_150,-42.939029693603516
batch_151,-41.22442626953125
