,iteration_1
batch_1,-48.544979095458984
batch_2,-46.86886978149414
batch_3,-46.82997512817383
batch_4,-48.180198669433594
batch_5,-47.48061752319336
batch_6,-48.50135040283203
batch_7,-47.757991790771484
batch_8,-47.272640228271484
batch_9,-45.73442459106445
batch_10,-45.75168228149414
batch_11,-46.09923553466797
batch_12,-46.91257095336914
batch_13,-43.98448181152344
batch_14,-44.27498245239258
batch_15,-46.47209930419922
batch_16,-46.81635284423828
batch_17,-45.594905853271484
batch_18,-46.845767974853516
batch_19,-46.35555648803711
batch_20,-45.65280532836914
batch_21,-47.471221923828125
batch_22,-47.440982818603516
batch_23,-45.7047004699707
batch_24,-46.02217483520508
batch_25,-47.238094329833984
batch_26,-47.778709411621094
batch_27,-46.62439727783203
batch_28,-47.86798095703125
batch_29,-47.09360885620117
batch_30,-48.05860900878906
batch_31,-46.4002685546875
batch_32,-45.95613098144531
batch_33,-48.048561096191406
batch_34,-47.891456604003906
batch_35,-48.55067825317383
batch_36,-48.233951568603516
batch_37,-47.72783660888672
batch_38,-47.87848663330078
batch_39,-46.918094635009766
batch_40,-47.947105407714844
batch_41,-46.27503967285156
batch_42,-47.84691619873047
batch_43,-47.617584228515625
batch_44,-47.70711898803711
batch_45,-48.17771530151367
batch_46,-46.89519500732422
batch_47,-48.23472595214844
batch_48,-48.61208724975586
batch_49,-48.11497497558594
batch_50,-46.6279296875
batch_51,-47.58449935913086
batch_52,-47.89091491699219
batch_53,-48.7601432800293
batch_54,-48.05369186401367
batch_55,-47.45436096191406
batch_56,-46.95389175415039
batch_57,-47.38495635986328
batch_58,-47.0804328918457
batch_59,-47.34154510498047
batch_60,-45.68614959716797
batch_61,-48.56629180908203
batch_62,-47.78706359863281
batch_63,-48.02993392944336
batch_64,-48.04621124267578
batch_65,-48.1888427734375
batch_66,-47.30583953857422
batch_67,-47.806209564208984
batch_68,-47.20866394042969
batch_69,-48.778873443603516
batch_70,-48.32982635498047
batch_71,-47.89107894897461
batch_72,-47.94520950317383
batch_73,-48.79209518432617
batch_74,-47.040008544921875
batch_75,-47.85260009765625
batch_76,-47.331581115722656
batch_77,-47.74538803100586
batch_78,-47.11077880859375
batch_79,-47.392051696777344
batch_80,-48.47324752807617
batch_81,-47.5987548828125
batch_82,-47.75770950317383
batch_83,-47.980987548828125
batch_84,-48.34701156616211
batch_85,-48.808414459228516
batch_86,-48.41329574584961
batch_87,-47.63175582885742
batch_88,-47.4996223449707
batch_89,-48.00058364868164
batch_90,-47.75046157836914
batch_91,-48.55601119995117
batch_92,-47.540771484375
batch_93,-47.7487678527832
batch_94,-48.33854293823242
batch_95,-47.168861389160156
batch_96,-47.78545379638672
batch_97,-48.065948486328125
batch_98,-47.92085266113281
batch_99,-47.9068717956543
batch_100,-48.2806396484375
batch_101,-48.5565299987793
batch_102,-48.12724304199219
batch_103,-48.33232498168945
batch_104,-47.71372604370117
batch_105,-47.59035873413086
batch_106,-47.59794235229492
batch_107,-47.68610382080078
batch_108,-47.8685417175293
batch_109,-47.22090530395508
batch_110,-48.260047912597656
batch_111,-48.45416259765625
batch_112,-48.593360900878906
batch_113,-48.575050354003906
batch_114,-48.33050537109375
batch_115,-48.55778884887695
batch_116,-47.206302642822266
batch_117,-48.152164459228516
batch_118,-47.067142486572266
batch_119,-48.00380325317383
batch_120,-48.37675857543945
batch_121,-47.9820442199707
batch_122,-48.475059509277344
batch_123,-47.573638916015625
batch_124,-48.3636589050293
batch_125,-47.658546447753906
batch_126,-48.387237548828125
batch_127,-48.6030158996582
batch_128,-48.56396484375
batch_129,-48.450992584228516
batch_130,-48.100337982177734
batch_131,-47.65814971923828
batch_132,-48.532188415527344
batch_133,-47.91757583618164
batch_134,-48.27522659301758
batch_135,-46.97571563720703
batch_136,-48.32843780517578
batch_137,-48.09378433227539
batch_138,-48.0274658203125
batch_139,-47.13760757446289
batch_140,-46.5938835144043
batch_141,-45.75194549560547
batch_142,-47.8976936340332
batch_143,-46.15234375
batch_144,-48.224090576171875
batch_145,-47.133941650390625
batch_146,-46.830474853515625
batch_147,-44.67689514160156
batch_148,-44.23152160644531
batch_149,-47.08580017089844
batch_150,-47.24757385253906
batch_151,-45.70227813720703
batch_152,-46.89876937866211
batch_153,-44.9888916015625
batch_154,-47.67870330810547
batch_155,-46.41822052001953
batch_156,-47.927635192871094
batch_157,-46.09016418457031
batch_158,-45.43999481201172
batch_159,-47.309757232666016
batch_160,-48.55864715576172
batch_161,-48.05130386352539
batch_162,-46.667449951171875
batch_163,-48.712223052978516
batch_164,-47.14679718017578
batch_165,-48.682395935058594
batch_166,-47.758758544921875
batch_167,-46.79865646362305
batch_168,-47.503456115722656
batch_169,-47.9619140625
batch_170,-48.12730026245117
batch_171,-48.32359313964844
batch_172,-47.55750274658203
batch_173,-47.011051177978516
batch_174,-48.50236892700195
batch_175,-47.50764846801758
batch_176,-47.8503303527832
batch_177,-47.938148498535156
batch_178,-47.03019714355469
batch_179,-47.22199630737305
batch_180,-47.76251983642578
batch_181,-47.296356201171875
batch_182,-47.37149429321289
batch_183,-48.57847595214844
batch_184,-47.79771041870117
batch_185,-47.471092224121094
batch_186,-48.2116584777832
batch_187,-47.484195709228516
batch_188,-47.03031539916992
batch_189,-47.659202575683594
batch_190,-47.339698791503906
batch_191,-48.15568542480469
batch_192,-48.80108642578125
batch_193,-48.089046478271484
batch_194,-47.705169677734375
batch_195,-47.87466049194336
batch_196,-46.7426872253418
batch_197,-48.61236572265625
batch_198,-48.01687240600586
batch_199,-48.19312286376953
batch_200,-48.453495025634766
batch_201,-47.59559631347656
batch_202,-48.266204833984375
batch_203,-48.82918930053711
batch_204,-47.5502815246582
batch_205,-47.276058197021484
batch_206,-47.69712448120117
batch_207,-48.10940933227539
batch_208,-47.470741271972656
batch_209,-47.4823112487793
batch_210,-48.094112396240234
batch_211,-47.82339096069336
