,iteration_1
batch_1,-40.83831787109375
batch_2,-42.009315490722656
batch_3,-43.564701080322266
batch_4,-41.982303619384766
batch_5,-42.43860626220703
batch_6,-43.007362365722656
batch_7,-41.74405288696289
batch_8,-41.59127426147461
batch_9,-42.194942474365234
batch_10,-42.098411560058594
batch_11,-41.13125228881836
batch_12,-42.31281280517578
batch_13,-40.33069610595703
batch_14,-40.47578048706055
batch_15,-41.25434112548828
batch_16,-42.96177291870117
batch_17,-40.82342529296875
batch_18,-41.08052444458008
batch_19,-43.02124786376953
batch_20,-40.13595962524414
batch_21,-41.35032272338867
batch_22,-41.176029205322266
batch_23,-40.60600280761719
batch_24,-41.58427810668945
batch_25,-41.95380783081055
batch_26,-42.35282516479492
batch_27,-42.1504020690918
batch_28,-40.91090393066406
batch_29,-42.81055450439453
batch_30,-42.24330520629883
batch_31,-41.664424896240234
batch_32,-41.007972717285156
batch_33,-42.39205551147461
batch_34,-42.72144317626953
batch_35,-43.64562225341797
batch_36,-42.67339324951172
batch_37,-42.46415328979492
batch_38,-42.434513092041016
batch_39,-41.89919662475586
batch_40,-42.65346145629883
batch_41,-41.82490158081055
batch_42,-42.45804214477539
batch_43,-42.76041030883789
batch_44,-41.19407653808594
batch_45,-41.30668640136719
batch_46,-41.5197639465332
batch_47,-42.59145736694336
batch_48,-42.34111022949219
batch_49,-43.28669738769531
batch_50,-40.955204010009766
batch_51,-42.14446258544922
batch_52,-40.97099685668945
batch_53,-42.73084259033203
batch_54,-42.0704460144043
batch_55,-43.00283432006836
batch_56,-42.65498352050781
batch_57,-43.67720413208008
batch_58,-43.10097885131836
batch_59,-42.13698196411133
batch_60,-42.8731689453125
batch_61,-43.44700241088867
batch_62,-42.47985076904297
batch_63,-42.51698684692383
batch_64,-43.27616882324219
batch_65,-41.970306396484375
batch_66,-43.06583786010742
batch_67,-42.51202392578125
batch_68,-42.21625518798828
batch_69,-41.762908935546875
batch_70,-42.474151611328125
batch_71,-42.020145416259766
batch_72,-42.785335540771484
batch_73,-42.586448669433594
batch_74,-43.023685455322266
batch_75,-43.275840759277344
batch_76,-42.693687438964844
batch_77,-43.03633117675781
batch_78,-42.190147399902344
batch_79,-43.672054290771484
batch_80,-42.426822662353516
batch_81,-42.38752365112305
batch_82,-43.309940338134766
batch_83,-43.45805358886719
batch_84,-42.87492370605469
batch_85,-43.214778900146484
batch_86,-43.66355895996094
batch_87,-43.38301086425781
batch_88,-42.59807586669922
batch_89,-42.828365325927734
batch_90,-43.46962356567383
batch_91,-43.70430374145508
batch_92,-42.96681594848633
batch_93,-41.769134521484375
batch_94,-43.39360809326172
batch_95,-42.56678009033203
batch_96,-42.91741943359375
batch_97,-42.12444305419922
batch_98,-41.906585693359375
batch_99,-42.90337371826172
batch_100,-41.41075897216797
batch_101,-42.533748626708984
batch_102,-42.66925048828125
batch_103,-43.69961929321289
batch_104,-42.35944747924805
batch_105,-41.525421142578125
batch_106,-41.3670539855957
batch_107,-42.04344940185547
batch_108,-41.925079345703125
batch_109,-43.71296691894531
batch_110,-42.47843933105469
batch_111,-42.329463958740234
batch_112,-43.383033752441406
batch_113,-42.928855895996094
batch_114,-42.88352584838867
batch_115,-41.74641799926758
