,iteration_1
batch_1,-50.60575485229492
batch_2,-47.421424865722656
batch_3,-50.75495529174805
batch_4,-49.83087158203125
batch_5,-50.927650451660156
batch_6,-49.50021743774414
batch_7,-51.38399887084961
batch_8,-50.895729064941406
batch_9,-50.69915771484375
batch_10,-49.726318359375
batch_11,-49.80088424682617
batch_12,-50.371212005615234
batch_13,-48.01727294921875
batch_14,-50.25380325317383
batch_15,-50.515132904052734
batch_16,-50.135379791259766
batch_17,-47.37826156616211
batch_18,-50.348636627197266
batch_19,-49.805015563964844
batch_20,-50.87449264526367
batch_21,-50.084617614746094
batch_22,-51.15744400024414
batch_23,-49.77040481567383
batch_24,-50.956974029541016
batch_25,-50.3218994140625
batch_26,-51.3693962097168
batch_27,-51.93120193481445
batch_28,-51.42228698730469
batch_29,-50.01292037963867
batch_30,-50.372947692871094
batch_31,-52.035362243652344
batch_32,-50.5911865234375
batch_33,-51.21518325805664
batch_34,-51.12862014770508
batch_35,-51.321414947509766
batch_36,-51.68720626831055
batch_37,-50.878292083740234
batch_38,-51.347076416015625
batch_39,-50.11641311645508
batch_40,-51.68198013305664
batch_41,-51.35093688964844
batch_42,-50.739810943603516
batch_43,-52.048606872558594
batch_44,-49.343048095703125
batch_45,-49.71307373046875
batch_46,-51.26905822753906
batch_47,-50.897098541259766
batch_48,-52.01754379272461
batch_49,-50.95564270019531
batch_50,-51.20134735107422
batch_51,-50.02688217163086
batch_52,-50.93784713745117
batch_53,-52.01005554199219
batch_54,-50.90639877319336
batch_55,-49.81636428833008
batch_56,-50.824344635009766
batch_57,-51.406185150146484
batch_58,-51.59452819824219
batch_59,-51.18362808227539
batch_60,-50.746700286865234
batch_61,-51.20032501220703
batch_62,-52.06978225708008
batch_63,-50.25599670410156
batch_64,-50.83894348144531
batch_65,-51.17641830444336
batch_66,-49.94894790649414
batch_67,-50.95447540283203
batch_68,-50.05973434448242
batch_69,-51.287193298339844
batch_70,-49.83721923828125
batch_71,-50.64585494995117
batch_72,-50.58422088623047
batch_73,-51.12470626831055
batch_74,-49.15977478027344
batch_75,-50.631187438964844
batch_76,-51.25583267211914
batch_77,-50.63795852661133
batch_78,-50.75883483886719
batch_79,-51.6082763671875
batch_80,-51.13068389892578
batch_81,-51.74022674560547
batch_82,-51.332923889160156
batch_83,-51.914825439453125
batch_84,-51.47684097290039
batch_85,-50.96783447265625
batch_86,-51.88945388793945
batch_87,-50.90562438964844
batch_88,-51.779109954833984
batch_89,-51.51142883300781
batch_90,-51.6673469543457
batch_91,-50.8402099609375
batch_92,-50.872650146484375
batch_93,-50.37153625488281
batch_94,-51.45261764526367
batch_95,-49.856719970703125
batch_96,-51.47477340698242
batch_97,-50.14958190917969
batch_98,-51.99172592163086
batch_99,-50.969017028808594
batch_100,-49.85114669799805
batch_101,-50.305477142333984
batch_102,-51.1285285949707
batch_103,-51.67250061035156
batch_104,-51.217124938964844
batch_105,-50.92292022705078
batch_106,-51.58238220214844
batch_107,-51.20013427734375
batch_108,-51.07200622558594
batch_109,-51.57892990112305
batch_110,-50.46005630493164
batch_111,-51.24809646606445
batch_112,-50.793121337890625
batch_113,-51.353004455566406
batch_114,-51.29987716674805
batch_115,-51.50830841064453
batch_116,-51.69939422607422
batch_117,-49.7403450012207
batch_118,-51.01902770996094
batch_119,-51.41482162475586
batch_120,-51.40315628051758
batch_121,-51.56971740722656
batch_122,-51.19912338256836
batch_123,-50.83678436279297
batch_124,-50.576011657714844
batch_125,-51.496395111083984
batch_126,-51.90711212158203
batch_127,-51.54151153564453
batch_128,-52.115325927734375
batch_129,-51.83885955810547
batch_130,-51.79454803466797
batch_131,-51.54061508178711
batch_132,-51.70363998413086
batch_133,-50.74643325805664
batch_134,-51.76515197753906
batch_135,-51.580623626708984
batch_136,-50.95631790161133
batch_137,-51.4246940612793
batch_138,-51.84379577636719
batch_139,-49.85926818847656
batch_140,-50.91769790649414
batch_141,-48.618614196777344
batch_142,-51.60226821899414
batch_143,-50.10208511352539
batch_144,-49.6025390625
batch_145,-51.3856201171875
batch_146,-51.92006301879883
batch_147,-50.72397994995117
batch_148,-48.372989654541016
batch_149,-51.44678497314453
batch_150,-51.074974060058594
batch_151,-51.343441009521484
batch_152,-49.05928421020508
batch_153,-48.6888313293457
batch_154,-52.001163482666016
batch_155,-52.035377502441406
batch_156,-49.661582946777344
batch_157,-50.389286041259766
batch_158,-48.42351531982422
batch_159,-50.052188873291016
batch_160,-51.343902587890625
batch_161,-51.283180236816406
batch_162,-51.105506896972656
batch_163,-49.885372161865234
batch_164,-51.34685134887695
batch_165,-51.41892623901367
batch_166,-51.170406341552734
batch_167,-52.05342483520508
batch_168,-51.059513092041016
batch_169,-51.53252410888672
batch_170,-50.66652297973633
batch_171,-52.093223571777344
batch_172,-50.88086700439453
batch_173,-50.54729080200195
batch_174,-50.495567321777344
batch_175,-51.162925720214844
batch_176,-51.38849639892578
batch_177,-50.97332763671875
batch_178,-51.7508659362793
batch_179,-51.091400146484375
batch_180,-51.118499755859375
batch_181,-50.48554992675781
batch_182,-50.56576919555664
batch_183,-51.47832107543945
batch_184,-51.187530517578125
batch_185,-51.798030853271484
batch_186,-51.313934326171875
batch_187,-50.91486740112305
batch_188,-52.10334014892578
batch_189,-51.595890045166016
batch_190,-51.55131530761719
batch_191,-51.07400131225586
batch_192,-51.108978271484375
batch_193,-51.42007064819336
batch_194,-51.58537292480469
batch_195,-51.717281341552734
batch_196,-51.15299606323242
batch_197,-51.79490661621094
batch_198,-51.749298095703125
batch_199,-51.08545684814453
batch_200,-51.77206039428711
batch_201,-51.19182205200195
batch_202,-51.859825134277344
batch_203,-51.721923828125
batch_204,-51.34273910522461
batch_205,-50.453407287597656
batch_206,-52.12449645996094
batch_207,-51.66856384277344
batch_208,-51.518798828125
batch_209,-50.601924896240234
batch_210,-51.45640182495117
batch_211,-52.1181640625
batch_212,-51.455013275146484
batch_213,-51.804718017578125
batch_214,-51.65131378173828
batch_215,-51.88435745239258
batch_216,-51.924495697021484
batch_217,-51.400691986083984
batch_218,-51.942928314208984
batch_219,-51.98904037475586
batch_220,-52.13669967651367
batch_221,-51.300048828125
batch_222,-51.74226760864258
batch_223,-51.61199951171875
batch_224,-51.902687072753906
batch_225,-50.718994140625
batch_226,-51.53059005737305
batch_227,-51.5179328918457
batch_228,-50.940223693847656
batch_229,-50.947025299072266
batch_230,-51.03065872192383
batch_231,-52.097328186035156
batch_232,-51.33013153076172
batch_233,-50.192378997802734
batch_234,-50.53273010253906
batch_235,-51.47747039794922
batch_236,-50.21663284301758
batch_237,-51.03177261352539
batch_238,-50.86022186279297
batch_239,-50.63628387451172
batch_240,-51.59885787963867
batch_241,-50.125186920166016
batch_242,-51.18186950683594
batch_243,-50.885223388671875
batch_244,-51.14400863647461
batch_245,-50.958065032958984
batch_246,-51.03215789794922
batch_247,-50.31856918334961
batch_248,-49.42316436767578
batch_249,-51.66597366333008
batch_250,-50.838050842285156
batch_251,-50.88127899169922
batch_252,-51.2895393371582
batch_253,-50.96037673950195
batch_254,-51.625518798828125
batch_255,-51.17268371582031
batch_256,-51.6292724609375
batch_257,-51.372459411621094
batch_258,-51.47050857543945
batch_259,-51.90484619140625
batch_260,-51.814945220947266
batch_261,-51.257667541503906
batch_262,-51.92502975463867
batch_263,-52.014793395996094
batch_264,-51.229496002197266
batch_265,-51.700721740722656
batch_266,-51.358158111572266
batch_267,-51.724754333496094
batch_268,-50.21346664428711
batch_269,-51.543060302734375
batch_270,-51.5609130859375
batch_271,-51.25592041015625
batch_272,-51.62743377685547
batch_273,-51.59584426879883
batch_274,-51.01626968383789
batch_275,-51.24175262451172
batch_276,-51.19276428222656
batch_277,-50.91897964477539
batch_278,-50.09175109863281
batch_279,-51.230228424072266
batch_280,-52.16086196899414
batch_281,-51.72901153564453
batch_282,-50.603538513183594
batch_283,-50.54948806762695
batch_284,-51.99299621582031
batch_285,-51.66447067260742
batch_286,-50.52829360961914
batch_287,-50.70826721191406
batch_288,-50.73102951049805
batch_289,-51.48319625854492
batch_290,-51.44028854370117
batch_291,-50.03207778930664
batch_292,-50.35312271118164
batch_293,-50.78818893432617
batch_294,-51.179996490478516
batch_295,-52.12571716308594
batch_296,-49.745079040527344
batch_297,-51.26816940307617
batch_298,-52.09984588623047
batch_299,-51.6810417175293
batch_300,-50.122955322265625
batch_301,-51.15995407104492
batch_302,-51.52102279663086
batch_303,-51.32493209838867
batch_304,-51.92645263671875
batch_305,-51.42064666748047
batch_306,-51.72223663330078
batch_307,-51.81401443481445
batch_308,-51.84587097167969
batch_309,-51.449851989746094
batch_310,-50.755882263183594
batch_311,-51.783241271972656
batch_312,-51.85279083251953
batch_313,-51.402366638183594
batch_314,-51.245323181152344
batch_315,-52.16818618774414
batch_316,-51.79024887084961
batch_317,-51.85891342163086
batch_318,-52.16254425048828
batch_319,-52.00423049926758
batch_320,-51.36794662475586
batch_321,-51.27914047241211
batch_322,-51.563758850097656
batch_323,-51.930477142333984
batch_324,-50.98944854736328
batch_325,-51.00514602661133
batch_326,-50.28755569458008
batch_327,-51.908477783203125
batch_328,-51.74422836303711
batch_329,-50.754920959472656
batch_330,-50.99176025390625
batch_331,-51.84613800048828
batch_332,-50.444618225097656
batch_333,-51.26240158081055
batch_334,-50.937591552734375
batch_335,-51.2142219543457
batch_336,-50.941558837890625
batch_337,-51.3802604675293
batch_338,-50.54294967651367
batch_339,-51.761436462402344
batch_340,-50.92395782470703
batch_341,-51.93703079223633
batch_342,-52.15749740600586
batch_343,-51.75019073486328
batch_344,-49.856964111328125
batch_345,-51.06509017944336
batch_346,-50.59999084472656
batch_347,-52.1241340637207
batch_348,-51.828067779541016
batch_349,-52.110450744628906
batch_350,-50.31117248535156
batch_351,-51.30718231201172
batch_352,-51.31058883666992
batch_353,-51.520694732666016
batch_354,-51.132957458496094
batch_355,-51.56245422363281
batch_356,-50.90690231323242
batch_357,-51.8133430480957
batch_358,-51.49559783935547
batch_359,-51.59065246582031
batch_360,-51.67775344848633
batch_361,-52.008026123046875
batch_362,-51.51738739013672
batch_363,-50.943546295166016
batch_364,-51.99885559082031
batch_365,-51.6809196472168
batch_366,-50.62906265258789
batch_367,-51.267887115478516
batch_368,-51.84413528442383
batch_369,-52.028892517089844
batch_370,-52.00722122192383
batch_371,-50.127288818359375
batch_372,-51.0084114074707
batch_373,-51.75831604003906
batch_374,-52.03553771972656
batch_375,-51.51154327392578
batch_376,-51.49453353881836
batch_377,-51.714019775390625
batch_378,-52.19013214111328
batch_379,-51.592498779296875
batch_380,-50.67219924926758
batch_381,-51.49734878540039
batch_382,-51.39240264892578
batch_383,-51.38756561279297
batch_384,-51.37446594238281
batch_385,-51.518165588378906
batch_386,-51.426597595214844
batch_387,-51.50083541870117
batch_388,-50.907386779785156
batch_389,-51.43779373168945
batch_390,-51.87781524658203
batch_391,-51.199886322021484
batch_392,-52.09170913696289
batch_393,-51.69599533081055
batch_394,-52.17783737182617
batch_395,-51.4405403137207
batch_396,-51.73558807373047
batch_397,-51.632537841796875
batch_398,-51.85348892211914
batch_399,-51.82741928100586
batch_400,-51.686004638671875
batch_401,-51.7518310546875
batch_402,-51.891448974609375
batch_403,-51.522430419921875
batch_404,-51.51180648803711
batch_405,-51.734615325927734
batch_406,-51.121463775634766
batch_407,-51.476409912109375
batch_408,-51.659454345703125
batch_409,-52.16482925415039
batch_410,-51.68647003173828
batch_411,-51.278446197509766
batch_412,-51.82993698120117
batch_413,-51.931217193603516
batch_414,-49.96085739135742
batch_415,-50.69908905029297
batch_416,-50.50586700439453
batch_417,-51.7705192565918
batch_418,-51.06111526489258
batch_419,-50.64118194580078
batch_420,-51.767860412597656
batch_421,-51.31992721557617
batch_422,-52.03845977783203
batch_423,-51.36391830444336
batch_424,-52.02983093261719
batch_425,-51.65499496459961
batch_426,-51.84420394897461
batch_427,-51.02938461303711
batch_428,-51.616233825683594
batch_429,-51.38414001464844
batch_430,-51.221168518066406
batch_431,-51.797142028808594
batch_432,-51.96369171142578
batch_433,-51.0499382019043
batch_434,-51.4661865234375
batch_435,-52.17306137084961
batch_436,-51.2117805480957
batch_437,-51.81864547729492
batch_438,-51.21680450439453
batch_439,-51.77033996582031
batch_440,-51.83856964111328
batch_441,-51.24264144897461
batch_442,-50.68827819824219
batch_443,-51.483177185058594
batch_444,-52.19015884399414
batch_445,-51.485103607177734
batch_446,-52.08271408081055
batch_447,-51.90552520751953
batch_448,-51.79572677612305
batch_449,-51.653892517089844
batch_450,-51.91440963745117
batch_451,-51.82915115356445
batch_452,-51.732635498046875
batch_453,-51.18244934082031
batch_454,-51.88983917236328
batch_455,-52.01042556762695
batch_456,-52.0653076171875
batch_457,-50.80400085449219
batch_458,-51.6562385559082
batch_459,-51.01089096069336
