,iteration_1
batch_1,-47.63462829589844
batch_2,-47.72162628173828
batch_3,-48.88706588745117
batch_4,-46.22447204589844
batch_5,-48.06089782714844
batch_6,-47.14216995239258
batch_7,-45.27178955078125
batch_8,-48.75431442260742
batch_9,-46.52223205566406
batch_10,-46.74720764160156
batch_11,-48.7196159362793
batch_12,-47.0397834777832
batch_13,-47.74336242675781
batch_14,-47.82305145263672
batch_15,-46.68866729736328
batch_16,-48.02104949951172
batch_17,-47.05950164794922
batch_18,-47.66598892211914
batch_19,-47.48313522338867
batch_20,-48.30943298339844
batch_21,-47.567447662353516
batch_22,-48.553741455078125
batch_23,-48.75381088256836
batch_24,-47.110809326171875
batch_25,-47.88132858276367
batch_26,-47.04490280151367
batch_27,-49.60930252075195
batch_28,-47.91315460205078
batch_29,-48.19509506225586
batch_30,-48.64891052246094
batch_31,-49.41830825805664
batch_32,-46.70598220825195
batch_33,-48.94056701660156
batch_34,-48.86965560913086
batch_35,-47.49241256713867
batch_36,-47.102439880371094
batch_37,-48.13529968261719
batch_38,-47.668643951416016
batch_39,-48.31027603149414
batch_40,-49.33768844604492
batch_41,-48.44615173339844
batch_42,-48.85043716430664
batch_43,-48.197452545166016
batch_44,-47.71482849121094
batch_45,-48.16712188720703
batch_46,-49.18739318847656
batch_47,-48.88754653930664
batch_48,-49.31067657470703
batch_49,-48.82333755493164
batch_50,-49.278202056884766
batch_51,-48.90367889404297
batch_52,-47.787757873535156
batch_53,-48.204769134521484
batch_54,-48.0569953918457
batch_55,-48.19353103637695
batch_56,-49.69731521606445
batch_57,-49.48345947265625
batch_58,-48.508323669433594
batch_59,-49.741973876953125
batch_60,-48.08822250366211
batch_61,-48.3374137878418
batch_62,-48.92958450317383
batch_63,-48.24617004394531
batch_64,-49.32099914550781
batch_65,-49.17674255371094
batch_66,-49.35776901245117
batch_67,-48.3897819519043
batch_68,-48.02629089355469
batch_69,-49.228755950927734
batch_70,-49.190921783447266
batch_71,-48.9742431640625
batch_72,-48.002349853515625
batch_73,-48.51787185668945
batch_74,-48.5733528137207
batch_75,-48.74213409423828
batch_76,-48.727909088134766
batch_77,-49.03113555908203
batch_78,-49.20948791503906
batch_79,-48.3857536315918
batch_80,-47.938838958740234
batch_81,-48.65773391723633
batch_82,-48.76744842529297
batch_83,-48.520957946777344
batch_84,-48.96365737915039
batch_85,-49.29723358154297
batch_86,-49.098236083984375
batch_87,-49.466365814208984
batch_88,-48.71084976196289
batch_89,-48.768104553222656
batch_90,-48.16290283203125
batch_91,-49.51108169555664
batch_92,-48.72569274902344
batch_93,-49.31638717651367
batch_94,-49.594993591308594
batch_95,-47.45466613769531
batch_96,-49.099571228027344
batch_97,-49.73249053955078
batch_98,-47.73173522949219
batch_99,-47.755516052246094
batch_100,-49.334110260009766
batch_101,-48.669063568115234
batch_102,-48.18869400024414
batch_103,-49.11411666870117
batch_104,-47.90410614013672
batch_105,-49.63871383666992
batch_106,-49.03516387939453
batch_107,-49.056602478027344
batch_108,-48.782798767089844
batch_109,-47.989967346191406
batch_110,-49.74612045288086
batch_111,-49.7590446472168
batch_112,-48.82450866699219
batch_113,-49.50857162475586
batch_114,-48.600318908691406
batch_115,-48.98340606689453
batch_116,-49.089805603027344
batch_117,-49.418113708496094
batch_118,-48.655784606933594
batch_119,-48.35395812988281
batch_120,-48.41655731201172
batch_121,-48.537879943847656
batch_122,-47.08736038208008
batch_123,-49.4588737487793
batch_124,-49.427642822265625
batch_125,-48.30253219604492
batch_126,-49.1838493347168
batch_127,-47.98517990112305
batch_128,-49.734130859375
batch_129,-49.33671188354492
batch_130,-48.451576232910156
batch_131,-49.002349853515625
batch_132,-49.37746810913086
batch_133,-49.73422622680664
batch_134,-48.80050277709961
batch_135,-49.784236907958984
batch_136,-48.35289764404297
batch_137,-49.481563568115234
batch_138,-48.423770904541016
batch_139,-48.567710876464844
batch_140,-49.19703674316406
batch_141,-48.477691650390625
batch_142,-46.33192825317383
batch_143,-44.348419189453125
batch_144,-45.854026794433594
batch_145,-47.0931510925293
batch_146,-48.494686126708984
batch_147,-48.8166389465332
batch_148,-46.795379638671875
batch_149,-48.841957092285156
batch_150,-49.25177001953125
batch_151,-48.06578063964844
