,iteration_1
batch_1,-42.63963317871094
batch_2,-44.51786422729492
batch_3,-42.65563201904297
batch_4,-43.89615249633789
batch_5,-43.570125579833984
batch_6,-45.01948547363281
batch_7,-44.79176712036133
batch_8,-43.91677474975586
batch_9,-42.968875885009766
batch_10,-43.60481643676758
batch_11,-42.96326446533203
batch_12,-43.24673843383789
batch_13,-42.57568359375
batch_14,-44.21195983886719
batch_15,-42.370643615722656
batch_16,-44.237857818603516
batch_17,-43.35371017456055
batch_18,-42.65070343017578
batch_19,-44.502418518066406
batch_20,-43.351261138916016
batch_21,-42.320472717285156
batch_22,-42.93312454223633
batch_23,-43.22574234008789
batch_24,-41.852989196777344
batch_25,-44.542118072509766
batch_26,-44.07542037963867
batch_27,-44.77516555786133
batch_28,-43.927215576171875
batch_29,-43.55070877075195
batch_30,-43.32903289794922
batch_31,-42.823612213134766
batch_32,-44.24019241333008
batch_33,-43.21446990966797
batch_34,-44.60437774658203
batch_35,-43.305667877197266
batch_36,-45.19320297241211
batch_37,-43.35468673706055
batch_38,-43.65629196166992
batch_39,-43.714595794677734
batch_40,-44.22298812866211
batch_41,-44.374305725097656
batch_42,-44.06256103515625
batch_43,-44.78476333618164
batch_44,-44.831844329833984
batch_45,-44.9172477722168
batch_46,-43.71219253540039
batch_47,-43.53163528442383
batch_48,-44.35566711425781
batch_49,-43.89395523071289
batch_50,-44.50467300415039
batch_51,-43.03874969482422
batch_52,-44.81724166870117
batch_53,-43.40757369995117
batch_54,-44.26606750488281
batch_55,-43.43169021606445
batch_56,-44.50366973876953
batch_57,-44.21653747558594
batch_58,-43.78232192993164
batch_59,-44.98057556152344
batch_60,-41.65915298461914
batch_61,-44.97904586791992
batch_62,-43.3704833984375
batch_63,-44.12018966674805
batch_64,-44.79011154174805
batch_65,-43.60541534423828
batch_66,-44.05600357055664
batch_67,-42.7018928527832
batch_68,-44.43803024291992
batch_69,-45.20386505126953
batch_70,-42.46368408203125
batch_71,-45.241966247558594
batch_72,-45.258018493652344
batch_73,-44.08495330810547
batch_74,-42.66073989868164
batch_75,-44.06837463378906
batch_76,-45.0843505859375
batch_77,-45.24479675292969
batch_78,-45.24410629272461
batch_79,-44.61505126953125
batch_80,-44.76962661743164
batch_81,-43.93254852294922
batch_82,-44.61686706542969
batch_83,-44.76844787597656
batch_84,-43.88313674926758
batch_85,-44.09909439086914
batch_86,-44.502471923828125
batch_87,-44.84589385986328
batch_88,-44.01700973510742
batch_89,-44.62637710571289
batch_90,-44.98868179321289
batch_91,-45.145015716552734
batch_92,-44.84278869628906
batch_93,-44.99107360839844
batch_94,-43.54458999633789
batch_95,-43.37146759033203
batch_96,-44.01732635498047
batch_97,-44.788909912109375
batch_98,-45.26670455932617
batch_99,-43.90620422363281
batch_100,-43.77755355834961
batch_101,-43.587188720703125
batch_102,-43.24920654296875
batch_103,-43.09599304199219
batch_104,-42.03703308105469
batch_105,-44.41278076171875
batch_106,-43.20302963256836
batch_107,-44.86687469482422
batch_108,-43.8795051574707
batch_109,-45.00372314453125
batch_110,-44.62419509887695
batch_111,-44.488712310791016
batch_112,-44.15104675292969
batch_113,-44.556549072265625
batch_114,-45.247650146484375
batch_115,-43.898067474365234
batch_116,-44.01242446899414
batch_117,-44.39555740356445
batch_118,-43.96955108642578
batch_119,-44.73824691772461
batch_120,-44.599178314208984
batch_121,-44.889686584472656
batch_122,-44.57026290893555
batch_123,-44.00701904296875
batch_124,-42.588218688964844
batch_125,-44.697998046875
batch_126,-44.53371047973633
batch_127,-44.726837158203125
batch_128,-44.9390869140625
batch_129,-44.93825149536133
batch_130,-45.27860641479492
batch_131,-44.45526885986328
batch_132,-44.61139678955078
batch_133,-45.120418548583984
batch_134,-44.54021453857422
batch_135,-44.52021789550781
batch_136,-44.543766021728516
batch_137,-43.769775390625
batch_138,-44.19038009643555
batch_139,-42.94391632080078
batch_140,-44.71917724609375
batch_141,-44.08544921875
batch_142,-44.852935791015625
batch_143,-40.15027618408203
batch_144,-43.98230743408203
batch_145,-43.85438919067383
batch_146,-43.001708984375
batch_147,-43.550025939941406
batch_148,-42.326080322265625
batch_149,-43.62181854248047
batch_150,-42.36452865600586
batch_151,-44.562374114990234
batch_152,-44.744422912597656
batch_153,-42.781532287597656
batch_154,-43.847450256347656
batch_155,-45.16332244873047
batch_156,-44.170745849609375
batch_157,-44.01121139526367
batch_158,-44.58329772949219
batch_159,-45.17190933227539
batch_160,-45.16761016845703
batch_161,-43.33184051513672
batch_162,-43.98292922973633
batch_163,-43.870487213134766
batch_164,-44.00813293457031
batch_165,-44.7525749206543
batch_166,-44.60179138183594
batch_167,-44.40520477294922
batch_168,-44.35707092285156
batch_169,-44.91614532470703
batch_170,-44.23564529418945
batch_171,-44.84927749633789
batch_172,-43.354156494140625
batch_173,-44.50277328491211
batch_174,-44.455650329589844
batch_175,-44.942806243896484
batch_176,-44.572811126708984
batch_177,-44.822662353515625
batch_178,-43.832645416259766
batch_179,-44.244651794433594
batch_180,-45.20366287231445
batch_181,-43.244895935058594
batch_182,-43.650245666503906
batch_183,-43.933311462402344
batch_184,-44.97984313964844
batch_185,-45.16941833496094
batch_186,-44.110504150390625
batch_187,-45.26536178588867
batch_188,-45.179443359375
batch_189,-44.47518539428711
batch_190,-43.78590393066406
batch_191,-44.53084945678711
batch_192,-45.02356719970703
batch_193,-44.85527420043945
batch_194,-43.802650451660156
batch_195,-44.80166244506836
batch_196,-44.68415832519531
batch_197,-44.65459060668945
batch_198,-44.49998092651367
batch_199,-44.93515396118164
batch_200,-45.08220672607422
batch_201,-43.306663513183594
batch_202,-44.72886657714844
batch_203,-44.71064376831055
batch_204,-44.625244140625
batch_205,-44.14619064331055
batch_206,-45.05729675292969
batch_207,-44.381988525390625
batch_208,-44.67559814453125
batch_209,-44.764400482177734
batch_210,-44.7818717956543
batch_211,-44.74666213989258
batch_212,-43.90694808959961
batch_213,-44.47547149658203
batch_214,-44.66938018798828
batch_215,-44.64426040649414
batch_216,-44.7452278137207
batch_217,-44.37122344970703
batch_218,-44.77091979980469
batch_219,-44.575477600097656
batch_220,-44.7240104675293
batch_221,-45.05718994140625
batch_222,-44.29856872558594
batch_223,-44.32086181640625
batch_224,-44.98947525024414
batch_225,-44.3241081237793
batch_226,-44.5233154296875
batch_227,-44.954803466796875
batch_228,-44.93933868408203
batch_229,-45.04994201660156
batch_230,-44.14067077636719
batch_231,-44.63092803955078
batch_232,-45.231056213378906
batch_233,-43.77142333984375
batch_234,-44.43980026245117
batch_235,-44.34303283691406
batch_236,-44.91584777832031
batch_237,-43.23238754272461
batch_238,-43.39107131958008
batch_239,-44.10605239868164
batch_240,-43.775733947753906
batch_241,-44.269012451171875
batch_242,-44.485172271728516
batch_243,-44.9232063293457
batch_244,-43.827613830566406
batch_245,-44.626014709472656
batch_246,-44.99224090576172
batch_247,-44.944026947021484
batch_248,-44.705177307128906
batch_249,-45.180320739746094
batch_250,-44.255531311035156
batch_251,-44.50589370727539
batch_252,-44.02851867675781
batch_253,-44.00985336303711
batch_254,-44.16594314575195
batch_255,-44.76470184326172
batch_256,-44.140594482421875
batch_257,-44.7064094543457
batch_258,-44.677791595458984
batch_259,-44.36981964111328
batch_260,-44.80615234375
batch_261,-44.56631851196289
batch_262,-44.302398681640625
batch_263,-43.89413070678711
batch_264,-44.865623474121094
batch_265,-44.735530853271484
batch_266,-44.839813232421875
batch_267,-44.75259780883789
batch_268,-44.10061264038086
batch_269,-45.1376838684082
batch_270,-44.556697845458984
batch_271,-44.2659797668457
batch_272,-45.00211715698242
batch_273,-44.701053619384766
batch_274,-43.53292465209961
batch_275,-44.359130859375
batch_276,-43.3077392578125
batch_277,-44.19773864746094
batch_278,-42.845924377441406
batch_279,-43.47148513793945
batch_280,-44.79377365112305
batch_281,-43.588775634765625
batch_282,-44.96703338623047
batch_283,-43.5236930847168
batch_284,-44.303489685058594
batch_285,-45.060760498046875
batch_286,-45.010032653808594
batch_287,-43.75774002075195
batch_288,-44.27730941772461
batch_289,-44.834896087646484
batch_290,-43.794715881347656
batch_291,-42.88513946533203
batch_292,-44.69139862060547
batch_293,-42.61796951293945
batch_294,-44.88969802856445
batch_295,-44.690269470214844
batch_296,-44.4086799621582
batch_297,-45.276702880859375
batch_298,-44.379127502441406
batch_299,-44.772369384765625
batch_300,-44.54003143310547
batch_301,-44.80510330200195
batch_302,-44.514404296875
batch_303,-44.3293571472168
batch_304,-44.813751220703125
batch_305,-43.90867233276367
batch_306,-44.48368453979492
batch_307,-44.458580017089844
batch_308,-44.19245910644531
batch_309,-44.824363708496094
batch_310,-44.83860397338867
batch_311,-44.54304122924805
batch_312,-44.57304000854492
batch_313,-44.5317268371582
batch_314,-43.86769104003906
batch_315,-44.67278289794922
batch_316,-44.74980926513672
batch_317,-44.947166442871094
batch_318,-44.589019775390625
batch_319,-43.26646423339844
batch_320,-44.10004806518555
batch_321,-44.841209411621094
batch_322,-44.4013786315918
batch_323,-42.707454681396484
batch_324,-44.44050216674805
batch_325,-44.43817901611328
batch_326,-43.67599868774414
batch_327,-44.562625885009766
batch_328,-44.48585510253906
batch_329,-44.58620071411133
batch_330,-44.88750076293945
batch_331,-44.1981086730957
batch_332,-44.4302978515625
batch_333,-43.696224212646484
batch_334,-44.54965591430664
batch_335,-44.94780349731445
batch_336,-44.26011657714844
batch_337,-44.754180908203125
batch_338,-44.076751708984375
batch_339,-45.2405891418457
batch_340,-43.81122589111328
batch_341,-43.41897964477539
batch_342,-44.41429901123047
batch_343,-45.234718322753906
batch_344,-44.09363555908203
batch_345,-45.14814758300781
batch_346,-44.700130462646484
batch_347,-44.26256561279297
batch_348,-43.819820404052734
batch_349,-43.786495208740234
batch_350,-43.391544342041016
batch_351,-43.4351806640625
batch_352,-44.03995895385742
batch_353,-45.13887405395508
batch_354,-45.163246154785156
batch_355,-44.385189056396484
batch_356,-44.3316650390625
batch_357,-44.46097946166992
batch_358,-44.77173614501953
batch_359,-44.21784591674805
batch_360,-44.901588439941406
batch_361,-44.50213623046875
batch_362,-44.6031494140625
batch_363,-43.95804977416992
batch_364,-44.85560989379883
batch_365,-44.32374572753906
batch_366,-44.625274658203125
batch_367,-44.25613784790039
batch_368,-44.131256103515625
batch_369,-43.61045837402344
batch_370,-44.40254211425781
batch_371,-45.04414749145508
batch_372,-44.85199737548828
batch_373,-44.95808792114258
batch_374,-45.299346923828125
batch_375,-44.87761306762695
batch_376,-44.3543701171875
batch_377,-44.606929779052734
batch_378,-45.33171844482422
batch_379,-44.59476089477539
batch_380,-45.02500534057617
batch_381,-44.98078918457031
batch_382,-44.91323471069336
batch_383,-43.99606704711914
batch_384,-45.34169387817383
batch_385,-44.81123352050781
batch_386,-44.48834991455078
batch_387,-44.09130859375
batch_388,-44.86923599243164
batch_389,-44.24318313598633
batch_390,-44.7725944519043
batch_391,-45.261619567871094
batch_392,-45.17469787597656
batch_393,-45.1512336730957
batch_394,-45.14239501953125
batch_395,-44.900272369384766
batch_396,-44.544639587402344
batch_397,-44.42898941040039
batch_398,-45.0542106628418
batch_399,-45.107826232910156
batch_400,-44.70627975463867
batch_401,-44.277122497558594
batch_402,-45.08049011230469
batch_403,-45.24348449707031
batch_404,-45.07408142089844
batch_405,-45.12287521362305
batch_406,-44.90743637084961
batch_407,-44.82052993774414
batch_408,-44.39765167236328
batch_409,-45.044254302978516
batch_410,-44.95314025878906
batch_411,-44.84575653076172
batch_412,-44.58859634399414
batch_413,-44.5345458984375
batch_414,-42.887603759765625
batch_415,-44.50220489501953
batch_416,-45.23615264892578
batch_417,-42.687049865722656
batch_418,-44.15168380737305
batch_419,-44.69837951660156
batch_420,-44.12334442138672
batch_421,-44.2379035949707
batch_422,-45.09666442871094
batch_423,-44.581111907958984
batch_424,-43.72787857055664
batch_425,-44.81985855102539
batch_426,-44.40275573730469
batch_427,-44.23652648925781
batch_428,-43.68952560424805
batch_429,-45.307029724121094
batch_430,-45.32113265991211
batch_431,-43.952125549316406
batch_432,-45.00691604614258
batch_433,-44.85738754272461
batch_434,-44.78704071044922
batch_435,-44.38944625854492
batch_436,-44.33268356323242
batch_437,-44.56898498535156
batch_438,-45.156551361083984
batch_439,-45.1821174621582
batch_440,-44.6097526550293
batch_441,-44.586029052734375
batch_442,-45.07907485961914
batch_443,-44.497310638427734
batch_444,-44.43673324584961
batch_445,-44.322811126708984
batch_446,-45.278106689453125
batch_447,-44.51945877075195
batch_448,-44.47919464111328
batch_449,-44.812870025634766
batch_450,-45.36968994140625
batch_451,-45.35929489135742
batch_452,-45.08591079711914
batch_453,-44.70193099975586
batch_454,-44.16774368286133
batch_455,-44.912105560302734
batch_456,-44.629478454589844
batch_457,-44.14373779296875
batch_458,-44.89234161376953
batch_459,-43.965389251708984
