,iteration_1
batch_1,-39.86903762817383
batch_2,-39.19129943847656
batch_3,-39.3576545715332
batch_4,-40.78831481933594
batch_5,-40.36471176147461
batch_6,-40.6148681640625
batch_7,-38.98124694824219
batch_8,-37.756492614746094
batch_9,-39.62794494628906
batch_10,-38.87555694580078
batch_11,-37.956443786621094
batch_12,-40.55255126953125
batch_13,-40.85630416870117
batch_14,-38.31179428100586
batch_15,-39.93095397949219
batch_16,-40.08553695678711
batch_17,-38.25254440307617
batch_18,-38.613460540771484
batch_19,-39.45391082763672
batch_20,-39.836673736572266
batch_21,-40.45912170410156
batch_22,-38.52921676635742
batch_23,-40.367610931396484
batch_24,-38.52855682373047
batch_25,-39.931663513183594
batch_26,-39.92702865600586
batch_27,-40.52275085449219
batch_28,-40.827781677246094
batch_29,-40.17084884643555
batch_30,-39.337646484375
batch_31,-39.868438720703125
batch_32,-38.73047637939453
batch_33,-40.474971771240234
batch_34,-40.6316032409668
batch_35,-40.81895065307617
batch_36,-40.581172943115234
batch_37,-40.44281005859375
batch_38,-40.457786560058594
batch_39,-40.511138916015625
batch_40,-41.3595085144043
batch_41,-40.107173919677734
batch_42,-39.99793243408203
batch_43,-39.344383239746094
batch_44,-41.39604949951172
batch_45,-41.220916748046875
batch_46,-40.14982604980469
batch_47,-39.98486328125
batch_48,-40.18999099731445
batch_49,-41.302589416503906
batch_50,-41.444366455078125
batch_51,-40.75261306762695
batch_52,-40.74626541137695
batch_53,-40.45751953125
batch_54,-40.78412628173828
batch_55,-40.901878356933594
batch_56,-38.5586051940918
batch_57,-39.74528884887695
batch_58,-39.96023178100586
batch_59,-39.67124557495117
batch_60,-40.964210510253906
batch_61,-40.34678268432617
batch_62,-40.36956787109375
batch_63,-40.27030563354492
batch_64,-41.52052307128906
batch_65,-40.39091873168945
batch_66,-40.30377197265625
batch_67,-41.468994140625
batch_68,-40.516357421875
batch_69,-39.22526931762695
batch_70,-39.78968811035156
batch_71,-41.31577682495117
batch_72,-40.40928649902344
batch_73,-40.77623748779297
batch_74,-41.03818893432617
batch_75,-40.394500732421875
batch_76,-39.994850158691406
batch_77,-40.01603698730469
batch_78,-39.99856185913086
batch_79,-40.619808197021484
batch_80,-40.46140670776367
batch_81,-40.540252685546875
batch_82,-41.19072341918945
batch_83,-40.83721923828125
batch_84,-41.060646057128906
batch_85,-40.81765365600586
batch_86,-40.84702682495117
batch_87,-40.350826263427734
batch_88,-40.6890869140625
batch_89,-40.517051696777344
batch_90,-40.567359924316406
batch_91,-40.67051315307617
batch_92,-41.20521926879883
batch_93,-40.16155242919922
batch_94,-41.03824996948242
batch_95,-40.51594161987305
batch_96,-40.063411712646484
batch_97,-39.496517181396484
batch_98,-40.09565734863281
batch_99,-40.65473937988281
batch_100,-41.3461799621582
batch_101,-40.49576950073242
batch_102,-40.29416275024414
batch_103,-41.02073287963867
batch_104,-39.7425651550293
batch_105,-41.0007209777832
batch_106,-39.88815689086914
batch_107,-40.877708435058594
batch_108,-41.026248931884766
batch_109,-40.84943771362305
batch_110,-40.92129135131836
batch_111,-40.59200668334961
batch_112,-39.97658920288086
batch_113,-40.583988189697266
batch_114,-41.51374053955078
batch_115,-40.677059173583984
batch_116,-39.762596130371094
batch_117,-41.05171203613281
batch_118,-40.80362319946289
batch_119,-40.510597229003906
batch_120,-40.359920501708984
batch_121,-40.83249282836914
batch_122,-39.97285461425781
batch_123,-41.003150939941406
batch_124,-39.9945182800293
batch_125,-40.586246490478516
batch_126,-41.04233932495117
batch_127,-41.33201599121094
batch_128,-41.08183288574219
batch_129,-41.48005676269531
batch_130,-40.65042495727539
batch_131,-41.132102966308594
batch_132,-40.831321716308594
batch_133,-41.121578216552734
batch_134,-41.56378173828125
batch_135,-40.58670425415039
batch_136,-41.51198959350586
batch_137,-40.82130432128906
batch_138,-41.20599365234375
batch_139,-40.18888854980469
batch_140,-39.664459228515625
batch_141,-39.55514144897461
batch_142,-38.541717529296875
batch_143,-38.630550384521484
batch_144,-41.17112731933594
batch_145,-40.76557922363281
batch_146,-40.67107009887695
batch_147,-39.10441589355469
batch_148,-36.497108459472656
batch_149,-40.94614791870117
batch_150,-38.810768127441406
batch_151,-40.50897216796875
batch_152,-40.15353775024414
batch_153,-38.9627685546875
batch_154,-40.65031433105469
batch_155,-41.15031814575195
batch_156,-39.742061614990234
batch_157,-39.6644401550293
batch_158,-40.711212158203125
batch_159,-39.172386169433594
batch_160,-38.86307144165039
batch_161,-40.883277893066406
batch_162,-40.4576301574707
batch_163,-40.712669372558594
batch_164,-40.383697509765625
batch_165,-41.109336853027344
batch_166,-39.64347839355469
batch_167,-39.6069221496582
batch_168,-40.3276481628418
batch_169,-40.3421630859375
batch_170,-40.01704406738281
batch_171,-40.661808013916016
batch_172,-39.90054702758789
batch_173,-39.38751983642578
batch_174,-40.54872131347656
batch_175,-40.86728286743164
batch_176,-40.74688720703125
batch_177,-40.07200622558594
batch_178,-41.16030502319336
batch_179,-40.7263298034668
batch_180,-40.52315902709961
batch_181,-39.53958511352539
batch_182,-40.443267822265625
batch_183,-39.83462905883789
batch_184,-40.784732818603516
batch_185,-40.87434768676758
batch_186,-39.52418518066406
batch_187,-40.75650405883789
batch_188,-41.06241226196289
batch_189,-40.09096908569336
batch_190,-39.28565979003906
batch_191,-39.561607360839844
batch_192,-40.7249641418457
batch_193,-41.177364349365234
batch_194,-41.2630615234375
batch_195,-41.304840087890625
batch_196,-40.44081115722656
batch_197,-41.57732391357422
batch_198,-40.2987060546875
batch_199,-40.76319885253906
batch_200,-41.42131805419922
batch_201,-39.401283264160156
batch_202,-40.008094787597656
batch_203,-40.62117004394531
batch_204,-40.7827262878418
batch_205,-41.143707275390625
batch_206,-40.0410041809082
batch_207,-40.36081314086914
batch_208,-41.544464111328125
batch_209,-39.91781234741211
batch_210,-41.222347259521484
batch_211,-40.65388870239258
batch_212,-40.74171829223633
batch_213,-40.58750915527344
batch_214,-40.922203063964844
batch_215,-41.29554748535156
batch_216,-40.91777420043945
batch_217,-40.455482482910156
batch_218,-41.3178825378418
batch_219,-40.67664337158203
batch_220,-41.201080322265625
batch_221,-41.06418228149414
batch_222,-40.250030517578125
batch_223,-41.46552276611328
batch_224,-40.90806579589844
batch_225,-40.54281997680664
