,iteration_1
batch_1,-41.621803283691406
batch_2,-40.1600227355957
batch_3,-40.85803985595703
batch_4,-39.33964920043945
batch_5,-41.46175765991211
batch_6,-42.42945861816406
batch_7,-39.19658660888672
batch_8,-41.02307891845703
batch_9,-40.097286224365234
batch_10,-37.59383773803711
batch_11,-37.85713195800781
batch_12,-42.184661865234375
batch_13,-39.09756088256836
batch_14,-41.32240295410156
batch_15,-40.4619140625
batch_16,-41.13330841064453
batch_17,-38.308990478515625
batch_18,-40.0177001953125
batch_19,-40.852210998535156
batch_20,-39.291656494140625
batch_21,-39.79560089111328
batch_22,-40.21516036987305
batch_23,-39.8868408203125
batch_24,-37.490478515625
batch_25,-42.24418640136719
batch_26,-40.89691925048828
batch_27,-40.2238655090332
batch_28,-42.19367599487305
batch_29,-41.042945861816406
batch_30,-41.670021057128906
batch_31,-41.132022857666016
batch_32,-41.2952880859375
batch_33,-41.545162200927734
batch_34,-41.9796028137207
batch_35,-40.72048568725586
batch_36,-40.671539306640625
batch_37,-39.90624237060547
batch_38,-41.85837936401367
batch_39,-41.72653579711914
batch_40,-41.77471923828125
batch_41,-40.63556671142578
batch_42,-40.35302734375
batch_43,-41.85606002807617
batch_44,-41.51074981689453
batch_45,-39.839759826660156
batch_46,-41.531402587890625
batch_47,-42.22685623168945
batch_48,-41.78263854980469
batch_49,-42.18730545043945
batch_50,-40.86920166015625
batch_51,-41.3743896484375
batch_52,-41.146305084228516
batch_53,-41.07674789428711
batch_54,-41.47611999511719
batch_55,-40.71985626220703
batch_56,-40.22443389892578
batch_57,-42.10789108276367
batch_58,-39.89390563964844
batch_59,-42.06621551513672
batch_60,-40.57135772705078
batch_61,-39.76679611206055
batch_62,-42.59560775756836
batch_63,-42.06119918823242
batch_64,-42.633514404296875
batch_65,-42.20880126953125
batch_66,-42.24473190307617
batch_67,-40.82058334350586
batch_68,-42.22642517089844
batch_69,-41.9725456237793
batch_70,-41.66938018798828
batch_71,-41.0840950012207
batch_72,-40.9870491027832
batch_73,-41.91686248779297
batch_74,-41.722625732421875
batch_75,-41.18796920776367
batch_76,-41.94743347167969
batch_77,-41.193580627441406
batch_78,-41.59225082397461
batch_79,-42.10807800292969
batch_80,-41.250221252441406
batch_81,-42.63011169433594
batch_82,-42.0920524597168
batch_83,-42.23507308959961
batch_84,-42.18659591674805
batch_85,-41.20842361450195
batch_86,-41.38706588745117
batch_87,-42.499359130859375
batch_88,-41.98225784301758
batch_89,-41.73722839355469
batch_90,-42.64279556274414
batch_91,-41.34589385986328
batch_92,-42.090702056884766
batch_93,-41.480045318603516
batch_94,-39.66947555541992
batch_95,-40.425575256347656
batch_96,-42.17441177368164
batch_97,-41.72542190551758
batch_98,-41.63520812988281
batch_99,-41.09653854370117
batch_100,-41.958736419677734
batch_101,-39.85993194580078
batch_102,-42.499534606933594
batch_103,-41.104244232177734
batch_104,-42.24944305419922
batch_105,-42.64307403564453
batch_106,-40.86115264892578
batch_107,-42.08676528930664
batch_108,-41.61370849609375
batch_109,-42.02094650268555
batch_110,-42.41969299316406
batch_111,-42.40561294555664
batch_112,-41.53034591674805
batch_113,-41.97561264038086
batch_114,-41.43251419067383
batch_115,-39.83930969238281
batch_116,-41.99340057373047
batch_117,-40.6806526184082
batch_118,-41.47949981689453
batch_119,-41.473899841308594
batch_120,-41.577125549316406
batch_121,-41.94002914428711
batch_122,-41.81398010253906
batch_123,-42.119354248046875
batch_124,-41.878849029541016
batch_125,-42.353424072265625
batch_126,-42.457489013671875
batch_127,-41.878536224365234
batch_128,-41.7835693359375
batch_129,-41.53758239746094
batch_130,-42.097328186035156
batch_131,-42.53176498413086
batch_132,-41.89265060424805
batch_133,-42.09775161743164
batch_134,-42.148704528808594
batch_135,-41.25840377807617
batch_136,-42.15644073486328
batch_137,-41.076171875
batch_138,-41.382144927978516
batch_139,-41.27570343017578
batch_140,-40.76596450805664
batch_141,-40.04970169067383
batch_142,-40.70927429199219
batch_143,-39.4153938293457
batch_144,-40.24520492553711
batch_145,-42.136592864990234
batch_146,-39.52735900878906
batch_147,-40.60874938964844
batch_148,-38.768341064453125
batch_149,-41.46294403076172
batch_150,-41.39858627319336
batch_151,-41.70559310913086
batch_152,-41.1488037109375
batch_153,-40.79270935058594
batch_154,-41.156219482421875
batch_155,-39.70699691772461
batch_156,-40.845252990722656
batch_157,-41.139827728271484
batch_158,-38.74913787841797
