,iteration_1
batch_1,-49.250587463378906
batch_2,-50.148677825927734
batch_3,-52.39279556274414
batch_4,-50.84318161010742
batch_5,-51.772979736328125
batch_6,-50.428565979003906
batch_7,-51.212158203125
batch_8,-50.453086853027344
batch_9,-49.90822982788086
batch_10,-49.81315612792969
batch_11,-50.07719802856445
batch_12,-49.889122009277344
batch_13,-52.01097869873047
batch_14,-48.839080810546875
batch_15,-50.48189163208008
batch_16,-49.91609573364258
batch_17,-49.10041427612305
batch_18,-49.434906005859375
batch_19,-50.48957824707031
batch_20,-48.864097595214844
batch_21,-50.627471923828125
batch_22,-48.44062805175781
batch_23,-50.59687042236328
batch_24,-51.01812744140625
batch_25,-52.520328521728516
batch_26,-51.3365478515625
batch_27,-51.91927719116211
batch_28,-50.5907096862793
batch_29,-50.73672103881836
batch_30,-52.51137924194336
batch_31,-51.45368194580078
batch_32,-50.8741455078125
batch_33,-51.98225784301758
batch_34,-52.548484802246094
batch_35,-51.550968170166016
batch_36,-52.27118682861328
batch_37,-51.031333923339844
batch_38,-50.64205551147461
batch_39,-50.78788375854492
batch_40,-50.7617073059082
batch_41,-52.3342170715332
batch_42,-51.97257614135742
batch_43,-51.764190673828125
batch_44,-51.03271484375
batch_45,-51.433624267578125
batch_46,-50.647064208984375
batch_47,-51.367218017578125
batch_48,-51.24479675292969
batch_49,-52.397464752197266
batch_50,-50.987361907958984
batch_51,-50.651580810546875
batch_52,-52.72669219970703
batch_53,-51.945411682128906
batch_54,-52.426307678222656
batch_55,-51.80388259887695
batch_56,-52.710506439208984
batch_57,-52.46931457519531
batch_58,-52.025760650634766
batch_59,-51.7633056640625
batch_60,-51.43077850341797
batch_61,-52.74814987182617
batch_62,-51.59123992919922
batch_63,-52.76513671875
batch_64,-50.79739761352539
batch_65,-52.732154846191406
batch_66,-51.10386657714844
batch_67,-52.73516082763672
batch_68,-50.71070098876953
batch_69,-52.202754974365234
batch_70,-52.18095016479492
batch_71,-51.68696594238281
batch_72,-51.61812973022461
batch_73,-52.15791702270508
batch_74,-50.96555709838867
batch_75,-51.68988037109375
batch_76,-51.975833892822266
batch_77,-52.77251052856445
batch_78,-51.598731994628906
batch_79,-51.618831634521484
batch_80,-51.63825607299805
batch_81,-51.539180755615234
batch_82,-51.830406188964844
batch_83,-52.32786178588867
batch_84,-52.327598571777344
batch_85,-52.74705505371094
batch_86,-51.285621643066406
batch_87,-51.254276275634766
batch_88,-51.84920120239258
batch_89,-51.81241989135742
batch_90,-51.211700439453125
batch_91,-52.32389450073242
batch_92,-51.67842483520508
batch_93,-52.27337646484375
batch_94,-52.36271286010742
batch_95,-51.48939514160156
batch_96,-52.219791412353516
batch_97,-51.85266876220703
batch_98,-52.14546585083008
batch_99,-50.2215576171875
batch_100,-51.80117416381836
batch_101,-51.905948638916016
batch_102,-52.16316223144531
batch_103,-52.25596237182617
batch_104,-52.32477951049805
batch_105,-52.413108825683594
batch_106,-52.75565719604492
batch_107,-51.95431900024414
batch_108,-52.399192810058594
batch_109,-51.46717071533203
batch_110,-52.47933578491211
batch_111,-51.87898254394531
batch_112,-50.75453567504883
batch_113,-51.584529876708984
batch_114,-50.89765548706055
batch_115,-51.81291961669922
batch_116,-52.18252944946289
batch_117,-52.098297119140625
batch_118,-52.06019592285156
batch_119,-51.699134826660156
batch_120,-52.712711334228516
batch_121,-52.458370208740234
batch_122,-51.45432662963867
batch_123,-51.698936462402344
batch_124,-51.23421096801758
batch_125,-52.54704666137695
batch_126,-52.24201583862305
batch_127,-52.56062698364258
batch_128,-52.55878829956055
batch_129,-51.735076904296875
batch_130,-52.56525421142578
batch_131,-52.140830993652344
batch_132,-52.499664306640625
batch_133,-51.826576232910156
batch_134,-51.519100189208984
batch_135,-52.38941192626953
batch_136,-51.39621353149414
batch_137,-51.55845642089844
batch_138,-51.173583984375
batch_139,-50.359275817871094
batch_140,-52.16785430908203
batch_141,-51.340389251708984
batch_142,-51.366477966308594
batch_143,-50.44804000854492
batch_144,-51.57026290893555
batch_145,-50.80842971801758
batch_146,-51.64533233642578
batch_147,-51.66263198852539
batch_148,-49.40165710449219
batch_149,-51.36381149291992
batch_150,-51.50661849975586
batch_151,-52.254947662353516
batch_152,-50.31685256958008
batch_153,-51.0644645690918
batch_154,-50.426429748535156
batch_155,-50.80644607543945
batch_156,-51.49747085571289
batch_157,-49.82152557373047
batch_158,-50.455665588378906
batch_159,-51.35847854614258
batch_160,-50.870277404785156
batch_161,-51.39512634277344
batch_162,-50.67491912841797
batch_163,-51.442108154296875
batch_164,-50.70912170410156
batch_165,-51.505062103271484
batch_166,-52.49415588378906
batch_167,-50.94538879394531
batch_168,-50.75526428222656
batch_169,-51.47544860839844
batch_170,-51.75259780883789
batch_171,-52.24107360839844
batch_172,-51.90222930908203
batch_173,-52.430538177490234
batch_174,-52.008567810058594
batch_175,-51.943843841552734
batch_176,-52.345008850097656
batch_177,-51.608089447021484
batch_178,-51.97224044799805
batch_179,-52.11880111694336
batch_180,-52.61171340942383
batch_181,-50.88556671142578
batch_182,-51.900360107421875
batch_183,-52.414310455322266
batch_184,-50.41192626953125
batch_185,-52.51234817504883
batch_186,-51.85219955444336
batch_187,-52.46333694458008
batch_188,-51.02703857421875
batch_189,-51.89590835571289
batch_190,-51.49509811401367
batch_191,-51.27691650390625
batch_192,-51.21199417114258
batch_193,-52.13197708129883
batch_194,-51.86465072631836
batch_195,-52.46412658691406
batch_196,-52.521907806396484
batch_197,-51.08877944946289
batch_198,-49.782752990722656
batch_199,-52.315185546875
batch_200,-51.79513168334961
batch_201,-52.33134460449219
batch_202,-51.29652404785156
batch_203,-51.82541275024414
batch_204,-52.0839729309082
batch_205,-52.776676177978516
batch_206,-52.5507698059082
batch_207,-52.5435905456543
batch_208,-52.249507904052734
batch_209,-50.901668548583984
batch_210,-52.16804885864258
batch_211,-52.37916564941406
batch_212,-51.0245361328125
batch_213,-52.57365417480469
batch_214,-52.14322280883789
batch_215,-52.065460205078125
batch_216,-52.21976089477539
batch_217,-52.625511169433594
batch_218,-52.6728515625
batch_219,-52.18327331542969
batch_220,-51.849388122558594
batch_221,-52.45648956298828
batch_222,-52.60544967651367
batch_223,-51.89018630981445
batch_224,-52.382423400878906
batch_225,-52.45044708251953
batch_226,-52.32958221435547
batch_227,-51.8658332824707
batch_228,-52.67477798461914
batch_229,-52.15849685668945
batch_230,-50.9405403137207
batch_231,-52.55724334716797
batch_232,-52.795654296875
batch_233,-51.279327392578125
batch_234,-51.60920333862305
batch_235,-51.67998504638672
batch_236,-51.1213264465332
batch_237,-52.439998626708984
batch_238,-52.786964416503906
batch_239,-51.198848724365234
batch_240,-52.03725814819336
batch_241,-50.90586471557617
batch_242,-52.7882080078125
batch_243,-51.78969192504883
batch_244,-52.44671630859375
batch_245,-51.76719665527344
batch_246,-52.092350006103516
batch_247,-52.41501235961914
batch_248,-51.235321044921875
batch_249,-51.761112213134766
batch_250,-52.454750061035156
batch_251,-50.91942596435547
batch_252,-52.80060958862305
batch_253,-51.342735290527344
batch_254,-52.40469741821289
batch_255,-52.093589782714844
batch_256,-52.39010238647461
batch_257,-52.18824005126953
batch_258,-51.96902847290039
batch_259,-52.60857391357422
batch_260,-51.85747528076172
batch_261,-51.77442169189453
batch_262,-52.43299865722656
batch_263,-52.076263427734375
batch_264,-51.84559631347656
batch_265,-52.612022399902344
batch_266,-52.11049270629883
batch_267,-52.43605041503906
batch_268,-52.672603607177734
batch_269,-52.56258773803711
batch_270,-52.450714111328125
batch_271,-51.871131896972656
batch_272,-52.32610321044922
batch_273,-52.66693115234375
batch_274,-52.80859375
