,iteration_1
batch_1,-38.885684967041016
batch_2,-38.824222564697266
batch_3,-40.04397201538086
batch_4,-37.93640899658203
batch_5,-38.40453338623047
batch_6,-39.27659606933594
batch_7,-40.324581146240234
batch_8,-38.75967025756836
batch_9,-39.1689453125
batch_10,-39.58122253417969
batch_11,-38.157958984375
batch_12,-38.50938034057617
batch_13,-38.09774398803711
batch_14,-39.487422943115234
batch_15,-37.957008361816406
batch_16,-39.39710998535156
batch_17,-38.932315826416016
batch_18,-38.728843688964844
batch_19,-36.415977478027344
batch_20,-39.864498138427734
batch_21,-38.82035827636719
batch_22,-37.724266052246094
batch_23,-38.32595443725586
batch_24,-38.01800537109375
batch_25,-40.11092758178711
batch_26,-39.99245834350586
batch_27,-39.860015869140625
batch_28,-39.47683334350586
batch_29,-38.34359359741211
batch_30,-40.16851043701172
batch_31,-40.31949234008789
batch_32,-38.365394592285156
batch_33,-40.41596984863281
batch_34,-40.693077087402344
batch_35,-39.69725036621094
batch_36,-39.89483642578125
batch_37,-40.19215774536133
batch_38,-40.30368423461914
batch_39,-40.08283233642578
batch_40,-40.59844207763672
batch_41,-38.52111053466797
batch_42,-40.48958969116211
batch_43,-40.684024810791016
batch_44,-38.48926544189453
batch_45,-39.51383590698242
batch_46,-40.76723861694336
batch_47,-39.93360137939453
batch_48,-39.68814468383789
batch_49,-40.73134994506836
batch_50,-39.578426361083984
batch_51,-39.61586380004883
batch_52,-39.05313491821289
batch_53,-40.175270080566406
batch_54,-40.43584060668945
batch_55,-40.2185173034668
batch_56,-37.33114242553711
batch_57,-39.79458236694336
batch_58,-40.827213287353516
batch_59,-40.108360290527344
batch_60,-40.43931579589844
batch_61,-39.74595642089844
batch_62,-40.21995162963867
batch_63,-40.13005065917969
batch_64,-39.443511962890625
batch_65,-40.36985397338867
batch_66,-39.636474609375
batch_67,-40.0588264465332
batch_68,-39.5075569152832
batch_69,-39.48981475830078
batch_70,-40.66836166381836
batch_71,-39.43800735473633
batch_72,-40.35372543334961
batch_73,-40.76200866699219
batch_74,-40.65843963623047
batch_75,-39.92951202392578
batch_76,-39.7506103515625
batch_77,-39.76985549926758
batch_78,-40.400325775146484
batch_79,-40.049564361572266
batch_80,-40.502349853515625
batch_81,-40.956695556640625
batch_82,-40.310306549072266
batch_83,-40.39509582519531
batch_84,-40.70000076293945
batch_85,-40.821285247802734
batch_86,-39.54885482788086
batch_87,-40.69292449951172
batch_88,-40.59931182861328
batch_89,-40.05112075805664
batch_90,-41.110103607177734
batch_91,-40.23482131958008
batch_92,-41.12888717651367
batch_93,-40.254058837890625
batch_94,-39.979736328125
batch_95,-40.37303161621094
batch_96,-40.899574279785156
batch_97,-39.159339904785156
batch_98,-40.342803955078125
batch_99,-40.223731994628906
batch_100,-40.09831237792969
