,iteration_1
batch_1,-39.06230545043945
batch_2,-38.40562438964844
batch_3,-40.693824768066406
batch_4,-41.11611557006836
batch_5,-38.85683059692383
batch_6,-40.43783950805664
batch_7,-40.029170989990234
batch_8,-39.321678161621094
batch_9,-38.710968017578125
batch_10,-38.885231018066406
batch_11,-39.0522346496582
batch_12,-40.451820373535156
batch_13,-36.94913864135742
batch_14,-37.61893081665039
batch_15,-37.32867431640625
batch_16,-37.409645080566406
batch_17,-38.994075775146484
batch_18,-38.58538055419922
batch_19,-38.29667282104492
batch_20,-39.733253479003906
batch_21,-38.13504409790039
batch_22,-39.005149841308594
batch_23,-37.70183563232422
batch_24,-38.56546401977539
batch_25,-40.56538009643555
batch_26,-39.58658981323242
batch_27,-40.75840377807617
batch_28,-41.31656265258789
batch_29,-40.1083984375
batch_30,-39.14543151855469
batch_31,-39.728633880615234
batch_32,-39.951778411865234
batch_33,-40.37372970581055
batch_34,-40.565513610839844
batch_35,-39.669105529785156
batch_36,-39.57488250732422
batch_37,-41.3414192199707
batch_38,-40.777164459228516
batch_39,-39.94145202636719
batch_40,-38.853981018066406
batch_41,-40.374977111816406
batch_42,-41.055511474609375
batch_43,-40.57804489135742
batch_44,-40.08506393432617
batch_45,-40.6143798828125
batch_46,-39.58132553100586
batch_47,-39.7098274230957
batch_48,-40.804603576660156
batch_49,-40.49617385864258
batch_50,-39.58930206298828
batch_51,-40.08699417114258
batch_52,-40.60420608520508
batch_53,-41.18525695800781
batch_54,-40.45520782470703
batch_55,-41.28755187988281
batch_56,-39.06378936767578
batch_57,-40.70127487182617
batch_58,-40.36347961425781
batch_59,-41.038272857666016
batch_60,-40.429805755615234
batch_61,-40.49798583984375
batch_62,-40.18178939819336
batch_63,-41.20759582519531
batch_64,-41.04397964477539
batch_65,-40.142860412597656
batch_66,-39.87274932861328
batch_67,-38.61399459838867
batch_68,-40.53688430786133
batch_69,-40.5906982421875
batch_70,-40.970149993896484
batch_71,-40.23271560668945
batch_72,-40.716617584228516
batch_73,-40.094356536865234
batch_74,-41.390380859375
batch_75,-39.43131637573242
batch_76,-41.20355987548828
batch_77,-40.53074264526367
batch_78,-40.88969039916992
batch_79,-41.03995895385742
batch_80,-40.968238830566406
batch_81,-40.794498443603516
batch_82,-41.02579879760742
batch_83,-40.92887878417969
batch_84,-41.25924301147461
batch_85,-40.978973388671875
batch_86,-41.27022171020508
batch_87,-40.47976303100586
batch_88,-40.7217903137207
batch_89,-40.946044921875
batch_90,-39.04527282714844
batch_91,-40.219482421875
batch_92,-39.784271240234375
batch_93,-40.51260757446289
batch_94,-41.41776657104492
batch_95,-39.80076599121094
batch_96,-40.199867248535156
batch_97,-41.37825393676758
batch_98,-41.336238861083984
batch_99,-40.77291488647461
batch_100,-40.456485748291016
batch_101,-37.96691131591797
batch_102,-39.9660758972168
batch_103,-41.392391204833984
batch_104,-40.977752685546875
batch_105,-40.63587951660156
batch_106,-40.737648010253906
batch_107,-41.09572219848633
batch_108,-41.07427215576172
batch_109,-41.32284164428711
batch_110,-41.372840881347656
batch_111,-40.88894271850586
batch_112,-40.957191467285156
batch_113,-39.83329391479492
batch_114,-41.22397232055664
batch_115,-39.904151916503906
batch_116,-38.683353424072266
batch_117,-39.69401168823242
batch_118,-40.813079833984375
batch_119,-40.58168029785156
batch_120,-40.572418212890625
batch_121,-40.2324333190918
batch_122,-41.207054138183594
batch_123,-40.17255401611328
batch_124,-40.973541259765625
batch_125,-40.3958854675293
batch_126,-41.03826904296875
batch_127,-40.96743392944336
batch_128,-40.6911506652832
batch_129,-40.469268798828125
batch_130,-41.04061508178711
batch_131,-40.88648223876953
