,iteration_1,iteration_2,iteration_3
batch_1,-0.1328125,-0.04296875,-0.0234375
batch_2,-0.22265625,-0.1640625,-0.140625
batch_3,-0.16015625,-0.1953125,-0.17578125
batch_4,-0.140625,-0.1171875,-0.1484375
batch_5,-0.1328125,-0.00390625,-0.2421875
batch_6,-0.13671875,-0.13671875,-0.15234375
batch_7,-0.140625,-0.0234375,-0.0703125
batch_8,-0.1484375,-0.08203125,-0.21484375
batch_9,-0.10546875,-0.10546875,-0.0078125
batch_10,-0.19921875,-0.0625,-0.21875
batch_11,-0.046875,-0.08203125,-0.01171875
batch_12,-0.0859375,-0.0703125,0.00390625
batch_13,-0.14453125,-0.03515625,-0.09765625
batch_14,0.0703125,-0.09765625,-0.05078125
batch_15,-0.2421875,-0.15625,-0.1953125
batch_16,-0.04296875,-0.1328125,-0.0234375
batch_17,-0.05859375,-0.1640625,-0.1328125
batch_18,-0.05078125,-0.2578125,-0.40625
batch_19,-0.08984375,-0.05078125,-0.08984375
batch_20,-0.2421875,-0.08203125,0.06640625
batch_21,-0.1484375,-0.109375,-0.03125
batch_22,-0.21484375,-0.0390625,-0.08203125
batch_23,-0.0390625,-0.1484375,-0.15234375
batch_24,-0.05078125,-0.125,-0.171875
batch_25,-0.03125,-0.1015625,-0.109375
batch_26,-0.16796875,-0.1171875,-0.01953125
batch_27,-0.12109375,-0.08203125,-0.1171875
batch_28,-0.140625,-0.07421875,-0.08984375
batch_29,-0.140625,-0.08984375,-0.00390625
batch_30,-0.0859375,0.03515625,-0.140625
batch_31,-0.07421875,-0.10546875,-0.0703125
batch_32,-0.15625,-0.0390625,-0.375
batch_33,-0.04296875,-0.12109375,-0.07421875
batch_34,-0.01953125,-0.0703125,-0.2109375
batch_35,-0.09765625,-0.09375,-0.07421875
batch_36,0.0546875,-0.1484375,-0.07421875
batch_37,-0.0546875,-0.046875,-0.140625
batch_38,-0.1640625,-0.09765625,-0.0859375
batch_39,0.0078125,0.10546875,-0.0859375
batch_40,-0.02734375,0.05859375,-0.08984375
batch_41,-0.171875,-0.01171875,-0.1015625
batch_42,-0.0703125,-0.1328125,-0.078125
batch_43,-0.1171875,-0.1015625,-0.10546875
batch_44,-0.1015625,-0.10546875,0.0078125
batch_45,-0.078125,0.015625,-0.14453125
batch_46,-0.1171875,-0.11328125,0.0
batch_47,-0.1328125,-0.015625,-0.14453125
batch_48,-0.125,-0.19140625,-0.1015625
batch_49,-0.0234375,0.0,-0.0234375
batch_50,0.0234375,-0.0546875,-0.0859375
batch_51,-0.09765625,-0.0703125,-0.05859375
batch_52,-0.0390625,-0.03515625,-0.0234375
batch_53,-0.09765625,0.0078125,-0.0234375
batch_54,-0.03515625,-0.0546875,-0.1796875
batch_55,-0.16796875,-0.0390625,-0.171875
batch_56,-0.109375,-0.11328125,-0.11328125
batch_57,-0.14453125,-0.1875,-0.20703125
batch_58,0.0390625,-0.16796875,-0.07421875
batch_59,-0.07421875,-0.1171875,-0.125
batch_60,-0.1796875,-0.2109375,-0.234375
batch_61,-0.1484375,-0.09765625,-0.03125
batch_62,-0.125,-0.05859375,-0.1796875
batch_63,-0.1328125,-0.01953125,-0.03125
batch_64,-0.12890625,-0.0625,-0.0078125
batch_65,-0.01953125,0.0625,0.0625
batch_66,-0.0234375,-0.0234375,-0.07421875
batch_67,0.0390625,-0.09375,0.0546875
batch_68,-0.1015625,-0.2421875,-0.078125
batch_69,-0.1171875,0.0,-0.0546875
batch_70,-0.05078125,-0.1953125,-0.05859375
batch_71,-0.078125,-0.07421875,-0.08203125
batch_72,-0.16015625,-0.19140625,-0.1171875
batch_73,-0.14453125,-0.02734375,-0.0546875
batch_74,0.1171875,-0.0546875,-0.09765625
batch_75,-0.1640625,-0.1171875,0.0859375
batch_76,-0.07421875,0.125,-0.01171875
batch_77,0.01953125,-0.0546875,-0.03125
batch_78,-0.03125,-0.07421875,-0.0078125
batch_79,-0.0390625,-0.05078125,-0.08984375
batch_80,-0.14453125,-0.25,-0.17578125
batch_81,-0.0625,-0.05859375,-0.171875
batch_82,-0.01171875,-0.1640625,-0.07421875
batch_83,-0.26171875,0.01171875,-0.1171875
batch_84,-0.140625,-0.09375,-0.140625
batch_85,-0.078125,-0.08203125,-0.04296875
batch_86,0.05859375,-0.125,-0.0859375
batch_87,-0.05859375,0.03125,-0.1171875
batch_88,-0.0546875,-0.08984375,-0.08984375
batch_89,-0.0859375,-0.25,-0.109375
batch_90,-0.07421875,-0.05078125,-0.125
batch_91,-0.046875,0.01171875,-0.05859375
batch_92,-0.171875,-0.1796875,-0.0703125
batch_93,-0.00390625,-0.09765625,-0.0390625
batch_94,-0.1953125,-0.19140625,-0.1640625
batch_95,-0.1953125,-0.1171875,-0.10546875
batch_96,-0.09765625,-0.15625,-0.0625
batch_97,0.0546875,-0.0625,-0.08203125
batch_98,-0.109375,-0.0234375,-0.14453125
batch_99,-0.015625,-0.203125,-0.33984375
batch_100,-0.13671875,-0.08203125,-0.14453125
batch_101,-0.06640625,-0.16015625,-0.1171875
batch_102,-0.11328125,-0.2109375,-0.21875
batch_103,-0.16015625,-0.09375,-0.1328125
batch_104,-0.16015625,-0.140625,-0.05859375
batch_105,-0.171875,-0.12890625,-0.06640625
batch_106,-0.1796875,-0.1640625,-0.2890625
batch_107,-0.015625,-0.1171875,-0.140625
batch_108,-0.09375,-0.00390625,-0.03125
batch_109,-0.234375,-0.296875,-0.15625
batch_110,-0.05859375,-0.015625,-0.14453125
batch_111,-0.05859375,-0.06640625,-0.0859375
batch_112,-0.109375,-0.15625,-0.1171875
batch_113,-0.12109375,-0.0703125,-0.15625
batch_114,-0.15625,-0.03125,-0.08203125
batch_115,-0.07421875,-0.09375,-0.23046875
batch_116,-0.015625,0.015625,-0.02734375
batch_117,-0.14453125,-0.125,-0.05078125
batch_118,-0.04296875,-0.1328125,-0.16796875
batch_119,0.015625,-0.1171875,-0.05078125
batch_120,-0.09375,-0.19140625,-0.1171875
batch_121,-0.11328125,-0.078125,-0.39453125
batch_122,-0.2421875,-0.05078125,-0.15234375
batch_123,-0.0625,-0.03125,-0.0859375
batch_124,-0.0625,-0.0625,0.01171875
batch_125,0.04296875,0.03125,-0.16015625
batch_126,0.015625,-0.0703125,-0.0390625
batch_127,-0.1015625,-0.0859375,-0.00390625
batch_128,-0.09375,-0.0546875,-0.05859375
batch_129,-0.03515625,-0.08984375,-0.125
batch_130,0.18359375,0.0859375,0.00390625
batch_131,-0.0546875,-0.05859375,-0.0859375
batch_132,-0.0859375,-0.140625,-0.0859375
batch_133,-0.07421875,-0.1171875,-0.11328125
batch_134,0.03125,-0.03515625,0.0078125
batch_135,-0.0546875,-0.12109375,-0.03515625
batch_136,-0.015625,-0.02734375,-0.2265625
batch_137,-0.16796875,0.0,-0.078125
batch_138,-0.18359375,-0.01171875,-0.08203125
batch_139,-0.109375,-0.0546875,-0.08984375
batch_140,-0.0859375,0.0078125,-0.01171875
batch_141,-0.0078125,0.05078125,0.015625
batch_142,-0.25390625,-0.16015625,-0.08203125
batch_143,-0.07421875,-0.03125,-0.04296875
batch_144,-0.203125,-0.08984375,-0.14453125
batch_145,-0.08203125,-0.171875,-0.05078125
batch_146,-0.11328125,-0.0390625,0.05078125
batch_147,-0.15625,0.01171875,-0.00390625
batch_148,0.00390625,0.03125,-0.05078125
batch_149,-0.0859375,-0.09375,-0.12109375
batch_150,-0.01171875,-0.0234375,-0.07421875
batch_151,-0.046875,0.01171875,-0.0546875
