,iteration_1,iteration_2,iteration_3
batch_1,-0.125,-0.09375,-0.03125
batch_2,-0.03125,-0.09375,-0.1875
batch_3,-0.203125,-0.09375,-0.265625
batch_4,-0.15625,-0.078125,-0.046875
batch_5,-0.03125,-0.109375,-0.078125
batch_6,-0.09375,-0.15625,-0.28125
batch_7,-0.015625,-0.09375,0.015625
batch_8,-0.140625,-0.140625,-0.15625
batch_9,-0.125,-0.0625,0.03125
batch_10,-0.1875,-0.15625,-0.171875
batch_11,-0.0625,-0.125,-0.046875
batch_12,-0.046875,-0.125,-0.078125
batch_13,-0.15625,-0.078125,-0.09375
batch_14,-0.0625,-0.125,-0.0625
batch_15,-0.0625,-0.125,-0.109375
batch_16,0.0,-0.0625,-0.109375
batch_17,-0.0625,-0.125,-0.09375
batch_18,0.046875,-0.015625,-0.125
batch_19,-0.125,0.0,-0.03125
batch_20,-0.140625,0.0,-0.03125
batch_21,-0.125,-0.078125,-0.109375
batch_22,-0.078125,-0.15625,-0.03125
batch_23,-0.0625,-0.234375,-0.15625
batch_24,-0.078125,-0.078125,0.03125
batch_25,-0.171875,0.09375,-0.09375
batch_26,-0.140625,-0.109375,-0.0625
batch_27,-0.078125,-0.15625,-0.109375
batch_28,-0.125,-0.03125,0.046875
batch_29,-0.078125,0.0,0.0
batch_30,-0.1875,-0.03125,-0.015625
batch_31,0.03125,-0.0625,0.03125
batch_32,-0.125,-0.15625,-0.0625
batch_33,-0.09375,-0.078125,-0.09375
batch_34,-0.0625,-0.125,-0.109375
batch_35,-0.09375,0.0625,-0.03125
batch_36,0.046875,-0.015625,0.03125
batch_37,-0.109375,0.015625,-0.15625
batch_38,-0.109375,-0.09375,0.03125
batch_39,0.015625,-0.203125,-0.046875
batch_40,-0.03125,-0.015625,0.0
batch_41,0.0,-0.03125,-0.15625
batch_42,-0.125,-0.0625,0.0
batch_43,0.03125,-0.09375,-0.09375
batch_44,-0.046875,-0.109375,-0.09375
batch_45,-0.078125,-0.09375,0.0
batch_46,-0.015625,-0.0625,-0.0625
batch_47,-0.015625,-0.21875,-0.15625
batch_48,-0.15625,-0.09375,-0.0625
batch_49,-0.03125,-0.109375,0.015625
batch_50,-0.109375,-0.0625,-0.078125
batch_51,-0.15625,-0.15625,-0.15625
batch_52,-0.078125,-0.015625,-0.046875
batch_53,-0.078125,-0.0625,0.0
batch_54,-0.015625,-0.15625,-0.109375
batch_55,-0.125,-0.28125,-0.15625
batch_56,-0.109375,-0.109375,-0.03125
batch_57,-0.109375,-0.078125,-0.109375
batch_58,-0.015625,-0.125,-0.03125
batch_59,0.0,-0.0625,-0.0625
batch_60,-0.25,-0.0625,-0.09375
batch_61,-0.0625,0.03125,0.03125
batch_62,-0.09375,0.015625,0.046875
batch_63,0.0,0.015625,-0.09375
batch_64,0.0,0.09375,0.03125
batch_65,0.015625,0.0,-0.015625
batch_66,-0.015625,-0.015625,0.0
batch_67,-0.0625,-0.109375,-0.15625
batch_68,0.015625,-0.03125,-0.0625
batch_69,-0.03125,-0.109375,0.0625
batch_70,-0.015625,0.0,-0.09375
