,iteration_1,iteration_2,iteration_3
batch_1,-0.03125,-0.0625,-0.0625
batch_2,0.09375,-0.09375,-0.03125
batch_3,-0.09375,-0.25,-0.125
batch_4,-0.125,-0.125,-0.125
batch_5,-0.03125,-0.125,-0.1875
batch_6,-0.09375,-0.125,-0.03125
batch_7,-0.09375,-0.03125,-0.15625
batch_8,-0.0625,-0.15625,-0.0625
batch_9,-0.09375,-0.0625,-0.03125
batch_10,-0.125,-0.0625,-0.125
batch_11,0.0,-0.0625,-0.09375
batch_12,-0.1875,-0.09375,-0.03125
batch_13,-0.125,0.0,-0.15625
batch_14,-0.125,-0.125,-0.125
batch_15,-0.0625,-0.0625,-0.03125
batch_16,0.0,-0.03125,-0.09375
batch_17,-0.0625,-0.125,-0.0625
batch_18,-0.0625,-0.1875,-0.15625
batch_19,-0.15625,0.03125,-0.0625
batch_20,0.0,-0.0625,-0.03125
batch_21,-0.125,0.0625,-0.125
batch_22,-0.09375,-0.09375,-0.09375
batch_23,-0.0625,-0.0625,0.03125
batch_24,-0.09375,0.0625,-0.0625
batch_25,-0.0625,-0.03125,-0.125
batch_26,-0.15625,-0.0625,-0.0625
batch_27,-0.03125,-0.125,0.0
batch_28,-0.0625,-0.15625,-0.0625
batch_29,0.03125,-0.09375,-0.0625
batch_30,-0.0625,-0.0625,-0.0625
batch_31,-0.15625,-0.0625,-0.125
batch_32,-0.0625,-0.0625,-0.0625
batch_33,-0.0625,-0.0625,-0.125
batch_34,-0.15625,-0.0625,-0.125
batch_35,-0.0625,-0.125,-0.0625
batch_36,-0.0625,-0.125,-0.0625
batch_37,-0.3125,-0.09375,-0.15625
batch_38,-0.125,-0.125,-0.03125
batch_39,0.0,-0.1875,-0.125
batch_40,-0.0625,-0.0625,0.0625
batch_41,-0.125,-0.125,-0.0625
batch_42,-0.0625,-0.03125,0.03125
batch_43,-0.0625,-0.0625,0.0
batch_44,-0.125,-0.03125,-0.0625
batch_45,0.0,-0.03125,-0.0625
batch_46,-0.03125,-0.03125,-0.125
batch_47,0.0,-0.03125,0.0
batch_48,-0.0625,-0.03125,-0.03125
batch_49,-0.03125,-0.09375,-0.0625
batch_50,0.0,-0.0625,-0.09375
batch_51,-0.0625,0.03125,-0.09375
batch_52,0.0,-0.0625,-0.03125
batch_53,-0.03125,0.03125,0.0
batch_54,-0.0625,-0.125,0.03125
batch_55,0.03125,0.0625,-0.0625
batch_56,-0.0625,-0.03125,-0.09375
batch_57,-0.15625,-0.25,-0.0625
batch_58,0.0,0.03125,-0.09375
batch_59,0.0,0.0,0.0625
batch_60,0.03125,0.0625,-0.03125
batch_61,-0.15625,0.0625,-0.0625
batch_62,-0.09375,0.0625,-0.09375
batch_63,-0.03125,0.0,0.03125
batch_64,-0.09375,0.0625,0.0
batch_65,0.09375,0.0,0.0
batch_66,-0.03125,-0.03125,0.0
batch_67,-0.0625,-0.0625,-0.09375
batch_68,-0.03125,-0.0625,-0.0625
batch_69,-0.09375,0.0,-0.0625
batch_70,0.0,0.0,-0.0625
batch_71,-0.03125,-0.03125,-0.15625
batch_72,-0.125,-0.1875,-0.0625
batch_73,-0.09375,0.0,0.03125
batch_74,0.0,-0.125,-0.09375
batch_75,0.03125,-0.03125,-0.125
batch_76,-0.15625,-0.0625,-0.0625
batch_77,-0.09375,0.0,-0.125
batch_78,-0.09375,-0.09375,0.03125
batch_79,0.03125,0.03125,0.0
batch_80,-0.09375,-0.15625,-0.09375
batch_81,-0.03125,-0.0625,-0.03125
batch_82,0.0,-0.15625,0.0
batch_83,0.03125,-0.09375,-0.15625
batch_84,-0.125,-0.125,-0.15625
batch_85,-0.03125,-0.0625,-0.03125
batch_86,-0.0625,-0.125,-0.03125
batch_87,0.03125,-0.0625,-0.0625
batch_88,-0.0625,-0.09375,-0.09375
batch_89,-0.09375,-0.125,-0.03125
batch_90,0.0,-0.0625,-0.0625
batch_91,-0.125,-0.21875,-0.03125
batch_92,0.03125,-0.1875,-0.09375
batch_93,-0.125,-0.0625,-0.125
batch_94,-0.1875,-0.09375,0.0
batch_95,-0.1875,-0.09375,-0.09375
batch_96,-0.09375,-0.09375,-0.0625
batch_97,-0.15625,-0.0625,-0.09375
batch_98,-0.09375,-0.03125,-0.125
batch_99,-0.09375,0.0,-0.1875
batch_100,-0.09375,-0.09375,0.0
batch_101,-0.1875,-0.125,-0.0625
batch_102,-0.03125,-0.1875,-0.125
batch_103,0.0,-0.15625,-0.125
batch_104,-0.15625,-0.0625,-0.09375
batch_105,-0.03125,-0.1875,0.0
batch_106,-0.125,-0.125,-0.03125
batch_107,0.0,-0.1875,0.0
batch_108,-0.125,-0.125,-0.125
batch_109,-0.0625,0.0,-0.09375
batch_110,0.0625,-0.15625,0.0
batch_111,0.03125,-0.0625,-0.03125
batch_112,-0.09375,-0.0625,0.03125
batch_113,-0.21875,-0.1875,-0.0625
batch_114,-0.03125,-0.09375,-0.0625
batch_115,-0.03125,-0.03125,-0.03125
batch_116,-0.0625,0.0,-0.0625
batch_117,-0.0625,-0.125,0.03125
batch_118,-0.125,0.03125,-0.09375
batch_119,0.0,0.0625,-0.0625
batch_120,0.03125,-0.03125,-0.03125
batch_121,0.0,0.03125,-0.09375
batch_122,-0.0625,-0.125,0.0625
batch_123,0.03125,-0.0625,-0.125
batch_124,0.0,0.0,-0.03125
batch_125,0.0,0.0,-0.09375
batch_126,0.03125,0.0,-0.09375
batch_127,0.0,-0.0625,-0.0625
batch_128,-0.09375,-0.03125,-0.0625
batch_129,0.0,0.0625,0.03125
batch_130,-0.03125,0.0,-0.0625
batch_131,-0.0625,0.125,-0.0625
batch_132,-0.09375,-0.0625,-0.125
batch_133,-0.03125,-0.09375,-0.0625
batch_134,-0.1875,0.03125,-0.0625
batch_135,-0.03125,-0.0625,0.0
batch_136,-0.15625,-0.03125,-0.0625
batch_137,-0.03125,-0.09375,-0.0625
batch_138,-0.09375,-0.125,0.0625
batch_139,-0.03125,-0.03125,-0.0625
batch_140,-0.0625,0.0,-0.0625
batch_141,-0.09375,0.0,0.0
batch_142,0.0,-0.09375,-0.0625
batch_143,-0.03125,-0.03125,-0.09375
batch_144,-0.09375,-0.03125,-0.0625
batch_145,-0.15625,-0.09375,-0.09375
batch_146,-0.09375,-0.09375,-0.03125
batch_147,-0.03125,-0.09375,0.0625
batch_148,-0.125,-0.03125,0.03125
batch_149,0.0625,-0.0625,-0.15625
batch_150,-0.03125,-0.03125,0.0625
batch_151,-0.09375,-0.03125,-0.03125
batch_152,0.03125,-0.09375,0.0
batch_153,0.0625,0.03125,0.1875
