,iteration_1,iteration_2,iteration_3
batch_1,-0.0947265625,-0.2646484375,-0.19140625
batch_2,-0.140625,-0.203125,-0.140625
batch_3,-0.271484375,-0.1748046875,-0.2265625
batch_4,-0.150390625,-0.1513671875,0.046875
batch_5,-0.22265625,-0.17578125,-0.1728515625
batch_6,-0.294921875,-0.337890625,-0.37109375
batch_7,-0.1484375,-0.0771484375,-0.05078125
batch_8,-0.162109375,-0.15234375,-0.13671875
batch_9,-0.0419921875,-0.138671875,-0.0888671875
batch_10,-0.4267578125,-0.220703125,-0.203125
batch_11,0.0498046875,-0.138671875,-0.0205078125
batch_12,-0.1474609375,-0.1025390625,-0.0615234375
batch_13,-0.1640625,-0.19140625,-0.25
batch_14,-0.1962890625,-0.20703125,-0.3046875
batch_15,-0.1787109375,-0.0234375,-0.193359375
batch_16,0.0185546875,-0.09375,0.0244140625
batch_17,-0.138671875,-0.0224609375,-0.078125
batch_18,-0.357421875,-0.205078125,-0.234375
batch_19,0.0126953125,-0.0732421875,-0.07421875
batch_20,-0.0654296875,-0.154296875,-0.166015625
batch_21,-0.1123046875,-0.046875,-0.21484375
batch_22,-0.357421875,-0.150390625,-0.2529296875
batch_23,0.01953125,-0.0361328125,-0.265625
batch_24,-0.103515625,-0.154296875,-0.1328125
batch_25,-0.119140625,-0.029296875,-0.123046875
batch_26,-0.064453125,-0.1767578125,-0.158203125
batch_27,-0.091796875,-0.115234375,-0.20703125
batch_28,-0.1904296875,-0.31640625,-0.0693359375
batch_29,-0.203125,-0.251953125,-0.130859375
batch_30,-0.1875,-0.185546875,-0.15625
batch_31,-0.138671875,-0.05078125,-0.005859375
batch_32,-0.0634765625,-0.154296875,-0.01953125
batch_33,-0.029296875,-0.078125,-0.130859375
batch_34,-0.189453125,-0.1708984375,-0.1201171875
batch_35,-0.1728515625,-0.119140625,-0.109375
batch_36,-0.0732421875,-0.1162109375,-0.203125
batch_37,-0.052734375,-0.2119140625,-0.11328125
batch_38,-0.1376953125,-0.140625,-0.015625
batch_39,-0.12109375,-0.103515625,-0.330078125
batch_40,-0.0341796875,-0.04296875,-0.0966796875
batch_41,-0.1591796875,-0.298828125,-0.3232421875
batch_42,-0.060546875,-0.08984375,0.0419921875
batch_43,-0.1640625,-0.0751953125,-0.0947265625
batch_44,-0.1611328125,-0.1572265625,-0.2353515625
batch_45,0.03125,-0.0078125,-0.09765625
batch_46,-0.080078125,-0.1044921875,-0.28515625
batch_47,-0.208984375,-0.107421875,-0.1259765625
batch_48,-0.2001953125,-0.2294921875,-0.09375
batch_49,-0.13671875,-0.228515625,-0.1845703125
batch_50,-0.103515625,-0.0244140625,-0.1259765625
batch_51,-0.306640625,-0.0068359375,-0.10546875
batch_52,-0.0693359375,-0.025390625,-0.0927734375
batch_53,-0.0693359375,0.09765625,-0.041015625
batch_54,-0.029296875,-0.201171875,0.001953125
batch_55,-0.3466796875,-0.1474609375,-0.12890625
batch_56,-0.03125,-0.1337890625,-0.1025390625
batch_57,-0.05078125,-0.12890625,-0.1279296875
batch_58,-0.216796875,-0.0888671875,-0.283203125
batch_59,-0.09375,-0.1796875,-0.0634765625
batch_60,-0.279296875,-0.052734375,-0.02734375
batch_61,-0.0458984375,-0.1279296875,-0.1708984375
batch_62,-0.267578125,-0.095703125,-0.1826171875
batch_63,-0.0224609375,-0.1572265625,-0.1455078125
batch_64,-0.099609375,-0.080078125,-0.1650390625
batch_65,-0.0078125,-0.025390625,-0.142578125
batch_66,-0.080078125,-0.0625,-0.0390625
batch_67,-0.1806640625,-0.123046875,-0.0966796875
batch_68,-0.15625,-0.177734375,-0.0732421875
batch_69,-0.1884765625,-0.197265625,-0.1708984375
batch_70,-0.03515625,-0.02734375,-0.0400390625
batch_71,-0.0693359375,-0.1796875,-0.2265625
batch_72,-0.2177734375,-0.0517578125,-0.0703125
batch_73,-0.1728515625,-0.341796875,-0.3193359375
batch_74,-0.076171875,-0.15234375,-0.0615234375
batch_75,-0.2314453125,-0.302734375,-0.2265625
batch_76,-0.0166015625,-0.115234375,-0.1083984375
batch_77,-0.0751953125,-0.064453125,-0.0498046875
batch_78,-0.048828125,-0.3115234375,-0.1767578125
batch_79,-0.208984375,-0.220703125,-0.044921875
