,iteration_1,iteration_2,iteration_3
batch_1,-0.09375,-0.09375,-0.09375
batch_2,-0.0625,-0.0625,-0.09375
batch_3,-0.125,0.0,0.0
batch_4,-0.125,-0.09375,-0.09375
batch_5,-0.125,0.03125,-0.125
batch_6,-0.125,0.0,0.0
batch_7,0.0,0.03125,-0.03125
batch_8,-0.09375,-0.09375,0.03125
batch_9,-0.0625,-0.09375,0.0
batch_10,-0.15625,-0.0625,-0.1875
batch_11,-0.03125,-0.0625,0.0
batch_12,-0.0625,-0.09375,-0.09375
batch_13,-0.09375,-0.15625,0.0
batch_14,0.03125,-0.09375,-0.09375
batch_15,0.0,-0.1875,0.0
batch_16,-0.21875,-0.03125,-0.125
batch_17,-0.15625,-0.03125,0.0
batch_18,-0.0625,-0.15625,-0.1875
batch_19,0.0,-0.09375,-0.0625
batch_20,-0.0625,-0.03125,-0.09375
batch_21,-0.0625,-0.0625,-0.0625
batch_22,-0.0625,-0.28125,-0.125
batch_23,-0.0625,-0.0625,0.0
batch_24,-0.125,0.0,-0.09375
batch_25,-0.0625,0.0,-0.03125
batch_26,-0.03125,-0.125,-0.0625
batch_27,-0.0625,-0.03125,-0.15625
batch_28,-0.125,-0.03125,0.0625
batch_29,-0.09375,-0.09375,-0.0625
batch_30,-0.0625,-0.21875,0.0
batch_31,-0.09375,-0.125,-0.125
batch_32,-0.0625,0.03125,-0.03125
batch_33,-0.0625,0.03125,0.09375
batch_34,-0.0625,0.0,-0.125
batch_35,-0.0625,-0.15625,-0.15625
batch_36,-0.34375,0.0,-0.125
batch_37,0.0625,-0.0625,0.0
batch_38,-0.0625,0.03125,-0.0625
batch_39,-0.03125,0.0625,-0.03125
batch_40,-0.0625,-0.03125,-0.09375
batch_41,-0.09375,-0.03125,-0.09375
batch_42,0.0625,-0.09375,0.0625
batch_43,-0.03125,-0.03125,-0.0625
batch_44,0.0,-0.03125,0.03125
batch_45,-0.0625,-0.03125,-0.0625
batch_46,0.03125,0.0,0.03125
batch_47,0.0,0.03125,0.03125
batch_48,-0.09375,-0.0625,-0.125
batch_49,-0.0625,0.0,0.03125
batch_50,-0.09375,0.0,0.0
batch_51,-0.0625,-0.0625,-0.09375
batch_52,-0.0625,-0.0625,0.03125
batch_53,-0.0625,-0.0625,0.0
batch_54,-0.03125,-0.0625,-0.03125
batch_55,0.0,-0.21875,0.0
batch_56,-0.09375,-0.15625,-0.125
batch_57,-0.0625,-0.09375,-0.0625
batch_58,0.0,-0.125,-0.03125
batch_59,-0.03125,0.15625,-0.09375
batch_60,0.0,-0.125,-0.03125
batch_61,0.03125,0.0,-0.09375
batch_62,-0.125,-0.0625,-0.03125
batch_63,0.0,0.03125,0.0
batch_64,-0.03125,0.03125,0.03125
batch_65,0.0,0.125,0.0625
batch_66,-0.03125,0.0625,-0.0625
batch_67,-0.0625,-0.0625,-0.09375
batch_68,0.0,-0.0625,-0.03125
batch_69,-0.09375,-0.125,0.03125
batch_70,-0.125,0.0,-0.03125
batch_71,-0.09375,-0.09375,-0.0625
batch_72,-0.125,-0.0625,-0.0625
batch_73,-0.21875,-0.21875,-0.0625
batch_74,-0.125,-0.0625,-0.0625
batch_75,-0.125,-0.0625,-0.125
batch_76,-0.0625,-0.125,-0.03125
batch_77,-0.03125,-0.09375,-0.0625
batch_78,-0.0625,-0.15625,-0.0625
batch_79,0.0,-0.1875,-0.09375
batch_80,-0.15625,-0.09375,-0.1875
batch_81,0.0,0.0,-0.0625
batch_82,-0.15625,0.0,-0.1875
batch_83,-0.125,-0.21875,-0.15625
batch_84,-0.09375,-0.15625,-0.125
batch_85,-0.0625,-0.09375,0.0
batch_86,-0.21875,-0.25,-0.21875
batch_87,-0.21875,-0.03125,-0.125
batch_88,-0.0625,-0.03125,-0.25
batch_89,-0.15625,-0.125,-0.09375
batch_90,-0.09375,-0.03125,-0.03125
batch_91,0.0,-0.0625,-0.09375
batch_92,-0.0625,-0.09375,-0.0625
batch_93,-0.09375,-0.1875,-0.03125
batch_94,-0.125,-0.09375,-0.15625
batch_95,-0.09375,-0.28125,-0.1875
batch_96,-0.28125,-0.125,-0.21875
batch_97,-0.0625,-0.0625,-0.0625
batch_98,-0.0625,-0.25,-0.125
batch_99,-0.15625,-0.0625,-0.21875
batch_100,-0.09375,-0.125,-0.125
batch_101,-0.09375,0.0,0.03125
batch_102,-0.125,-0.15625,-0.21875
batch_103,-0.09375,-0.125,-0.125
batch_104,-0.03125,-0.125,-0.09375
batch_105,-0.09375,-0.0625,-0.03125
batch_106,-0.0625,-0.1875,-0.125
batch_107,-0.09375,-0.09375,-0.09375
batch_108,-0.03125,-0.125,0.0
batch_109,-0.25,-0.1875,-0.09375
batch_110,0.03125,-0.0625,0.0
batch_111,-0.15625,-0.1875,-0.21875
batch_112,-0.03125,-0.0625,0.0
batch_113,-0.125,-0.09375,-0.1875
batch_114,-0.0625,-0.09375,-0.15625
batch_115,-0.125,-0.21875,-0.125
batch_116,0.0,-0.125,-0.0625
batch_117,-0.0625,-0.09375,-0.09375
batch_118,-0.03125,-0.0625,0.0
batch_119,-0.125,0.03125,-0.0625
batch_120,-0.0625,-0.09375,0.03125
batch_121,-0.09375,-0.09375,-0.15625
batch_122,-0.0625,-0.09375,0.03125
batch_123,-0.03125,-0.0625,0.0
batch_124,-0.03125,-0.03125,-0.03125
batch_125,-0.0625,-0.0625,0.0
batch_126,-0.03125,0.09375,-0.125
batch_127,-0.09375,0.0,0.0
batch_128,0.0625,-0.0625,-0.03125
batch_129,0.0,-0.0625,-0.0625
batch_130,-0.0625,0.0,-0.03125
batch_131,-0.03125,0.0625,-0.03125
batch_132,0.0,-0.03125,0.0
batch_133,-0.0625,-0.0625,-0.0625
batch_134,-0.0625,0.0,-0.0625
batch_135,-0.0625,-0.03125,-0.125
batch_136,0.0,-0.0625,0.0
batch_137,-0.0625,-0.0625,0.03125
batch_138,-0.21875,-0.03125,-0.125
batch_139,-0.125,-0.125,-0.0625
batch_140,-0.03125,0.03125,-0.03125
batch_141,0.0625,-0.0625,-0.0625
batch_142,0.03125,-0.125,-0.15625
batch_143,0.0,0.0,-0.03125
batch_144,-0.125,-0.1875,-0.09375
batch_145,-0.0625,0.0,-0.0625
batch_146,-0.125,-0.1875,-0.15625
batch_147,-0.09375,0.0,-0.03125
batch_148,-0.125,-0.0625,-0.03125
batch_149,-0.125,-0.09375,-0.03125
batch_150,-0.03125,0.0625,-0.09375
batch_151,0.0,0.03125,0.0
batch_152,0.0,-0.0625,-0.0625
batch_153,0.0625,-0.0625,-0.03125
batch_154,-0.15625,-0.125,-0.25
batch_155,-0.25,-0.1875,-0.125
batch_156,-0.09375,-0.09375,0.0
batch_157,-0.03125,-0.09375,-0.125
batch_158,-0.03125,-0.09375,-0.0625
batch_159,-0.03125,-0.03125,-0.09375
batch_160,-0.09375,-0.09375,-0.125
batch_161,-0.15625,-0.09375,0.0625
batch_162,-0.0625,0.0,-0.0625
batch_163,-0.125,-0.03125,-0.125
batch_164,-0.15625,-0.1875,-0.125
batch_165,-0.09375,-0.15625,-0.125
batch_166,-0.03125,-0.0625,0.0625
batch_167,-0.0625,-0.125,-0.34375
batch_168,-0.03125,0.0,0.0
batch_169,-0.0625,-0.0625,-0.125
batch_170,-0.0625,-0.0625,-0.1875
batch_171,-0.0625,-0.1875,-0.09375
batch_172,-0.125,-0.21875,-0.09375
batch_173,-0.125,-0.15625,-0.03125
batch_174,-0.09375,-0.09375,-0.21875
batch_175,-0.15625,0.0625,-0.15625
batch_176,-0.1875,-0.09375,-0.09375
batch_177,-0.0625,-0.03125,-0.125
batch_178,-0.09375,-0.21875,-0.03125
batch_179,-0.21875,-0.125,-0.125
batch_180,-0.15625,-0.09375,-0.15625
batch_181,-0.125,0.0,-0.125
batch_182,-0.1875,-0.15625,-0.1875
batch_183,-0.1875,-0.15625,-0.09375
batch_184,-0.25,-0.09375,-0.1875
batch_185,-0.125,-0.09375,-0.09375
batch_186,-0.0625,-0.125,-0.125
batch_187,-0.09375,-0.15625,-0.21875
batch_188,-0.1875,-0.0625,-0.1875
batch_189,-0.125,-0.15625,-0.1875
batch_190,-0.28125,-0.21875,-0.1875
batch_191,-0.15625,-0.1875,-0.28125
batch_192,-0.125,-0.1875,-0.1875
batch_193,-0.125,-0.125,-0.0625
batch_194,-0.125,-0.09375,-0.03125
batch_195,-0.21875,-0.125,0.0
batch_196,-0.0625,-0.25,-0.09375
batch_197,-0.1875,-0.09375,-0.15625
batch_198,-0.3125,-0.03125,-0.15625
batch_199,-0.125,-0.125,-0.125
batch_200,-0.21875,-0.21875,-0.125
batch_201,-0.0625,-0.09375,-0.125
batch_202,-0.25,-0.125,-0.15625
batch_203,-0.1875,0.03125,-0.21875
batch_204,-0.1875,-0.1875,-0.1875
batch_205,-0.09375,0.0,-0.15625
batch_206,-0.1875,-0.25,-0.25
batch_207,-0.21875,-0.28125,-0.15625
batch_208,-0.0625,-0.03125,-0.15625
batch_209,-0.125,-0.0625,-0.125
batch_210,-0.15625,-0.03125,-0.125
batch_211,-0.21875,-0.1875,-0.34375
batch_212,-0.1875,-0.1875,-0.125
batch_213,-0.125,-0.15625,-0.15625
batch_214,-0.125,-0.0625,-0.09375
batch_215,-0.125,-0.09375,-0.1875
batch_216,-0.1875,-0.21875,-0.15625
batch_217,-0.15625,-0.125,-0.1875
batch_218,-0.1875,-0.3125,-0.125
batch_219,-0.1875,-0.1875,-0.25
batch_220,-0.1875,-0.0625,-0.15625
batch_221,0.0625,-0.125,-0.15625
batch_222,-0.25,-0.1875,-0.15625
batch_223,-0.28125,-0.1875,-0.25
batch_224,-0.0625,-0.125,-0.25
batch_225,-0.1875,-0.1875,-0.0625
batch_226,-0.1875,-0.25,-0.09375
batch_227,-0.25,-0.28125,-0.3125
batch_228,-0.28125,-0.0625,-0.15625
batch_229,-0.15625,-0.1875,-0.21875
batch_230,-0.15625,-0.1875,-0.125
batch_231,-0.1875,-0.15625,-0.15625
batch_232,-0.1875,-0.125,-0.125
batch_233,-0.125,-0.1875,-0.21875
batch_234,-0.09375,-0.15625,-0.1875
batch_235,-0.125,-0.21875,-0.1875
batch_236,-0.1875,-0.1875,-0.0625
batch_237,-0.125,-0.25,-0.1875
batch_238,-0.125,-0.125,-0.25
batch_239,-0.25,-0.125,-0.3125
batch_240,-0.09375,-0.125,-0.09375
batch_241,-0.1875,-0.1875,-0.15625
batch_242,-0.125,0.0625,-0.1875
batch_243,-0.1875,0.0625,-0.09375
batch_244,-0.15625,-0.1875,0.0
batch_245,-0.15625,-0.25,-0.0625
batch_246,-0.0625,-0.15625,-0.1875
batch_247,-0.09375,-0.125,-0.1875
batch_248,-0.125,-0.0625,-0.125
batch_249,-0.25,-0.09375,-0.09375
batch_250,-0.125,-0.21875,-0.0625
batch_251,-0.21875,-0.1875,-0.0625
batch_252,-0.03125,-0.21875,-0.21875
batch_253,-0.21875,-0.25,-0.1875
batch_254,-0.125,-0.375,-0.21875
batch_255,-0.1875,-0.1875,-0.125
batch_256,-0.21875,-0.15625,-0.1875
batch_257,-0.15625,-0.15625,-0.21875
batch_258,-0.03125,-0.1875,-0.25
batch_259,-0.09375,-0.25,-0.21875
batch_260,-0.1875,-0.1875,-0.25
batch_261,-0.15625,-0.1875,-0.09375
batch_262,-0.1875,-0.21875,-0.1875
batch_263,-0.125,-0.125,-0.25
batch_264,-0.1875,-0.0625,-0.21875
batch_265,-0.03125,-0.5625,-0.125
batch_266,-0.125,-0.15625,-0.1875
batch_267,-0.1875,-0.25,-0.21875
batch_268,-0.1875,-0.3125,-0.21875
batch_269,-0.03125,-0.28125,-0.09375
batch_270,-0.1875,-0.125,-0.125
batch_271,-0.125,-0.125,-0.09375
batch_272,-0.15625,-0.25,-0.125
batch_273,-0.03125,-0.15625,-0.125
batch_274,-0.125,-0.125,-0.09375
batch_275,-0.03125,-0.125,-0.125
batch_276,-0.1875,-0.0625,-0.0625
batch_277,-0.09375,-0.0625,-0.03125
batch_278,-0.03125,-0.125,-0.0625
batch_279,-0.1875,-0.21875,-0.125
batch_280,-0.0625,-0.09375,-0.125
batch_281,-0.125,-0.09375,-0.15625
batch_282,0.0,-0.25,-0.125
batch_283,-0.09375,-0.125,-0.125
batch_284,-0.125,-0.0625,0.03125
batch_285,-0.1875,-0.1875,-0.125
batch_286,-0.0625,-0.0625,-0.0625
batch_287,-0.09375,-0.1875,-0.125
batch_288,-0.15625,-0.0625,-0.1875
batch_289,-0.125,-0.15625,-0.15625
batch_290,-0.15625,0.0625,-0.15625
batch_291,-0.09375,0.03125,-0.125
batch_292,-0.0625,0.0,-0.25
batch_293,-0.0625,-0.1875,-0.09375
batch_294,-0.15625,-0.0625,-0.15625
batch_295,-0.03125,0.0,-0.125
batch_296,-0.125,-0.125,-0.15625
batch_297,-0.0625,-0.09375,-0.3125
batch_298,-0.0625,-0.09375,-0.15625
batch_299,-0.125,-0.1875,-0.09375
batch_300,-0.28125,-0.15625,-0.09375
batch_301,-0.0625,-0.125,-0.15625
batch_302,-0.3125,-0.25,-0.03125
batch_303,-0.125,-0.125,-0.0625
batch_304,-0.0625,-0.15625,-0.0625
batch_305,-0.34375,-0.21875,-0.25
batch_306,-0.4375,-0.25,-0.21875
batch_307,-0.21875,-0.15625,-0.1875
batch_308,-0.15625,-0.28125,-0.125
batch_309,-0.3125,-0.25,-0.3125
batch_310,-0.3125,-0.21875,-0.09375
batch_311,-0.375,-0.15625,-0.34375
batch_312,-0.125,-0.1875,-0.1875
batch_313,-0.25,-0.21875,-0.15625
batch_314,-0.125,-0.125,-0.21875
batch_315,0.03125,-0.1875,-0.15625
batch_316,-0.125,-0.09375,-0.25
batch_317,-0.34375,-0.28125,-0.25
batch_318,-0.125,-0.125,-0.09375
batch_319,-0.09375,-0.15625,-0.125
batch_320,-0.0625,-0.25,-0.03125
batch_321,-0.125,-0.09375,-0.1875
batch_322,-0.21875,-0.21875,-0.1875
batch_323,-0.03125,-0.15625,-0.15625
batch_324,-0.1875,-0.1875,-0.21875
batch_325,-0.15625,-0.125,-0.0625
batch_326,-0.03125,-0.0625,-0.0625
batch_327,-0.125,-0.03125,-0.09375
batch_328,-0.125,-0.03125,-0.0625
batch_329,-0.15625,-0.0625,-0.21875
batch_330,0.0,-0.09375,-0.21875
batch_331,-0.0625,-0.125,-0.125
batch_332,-0.0625,-0.0625,-0.09375
batch_333,-0.0625,0.03125,-0.0625
batch_334,-0.21875,-0.1875,-0.15625
batch_335,-0.0625,-0.125,-0.21875
batch_336,-0.25,-0.03125,-0.03125
batch_337,-0.15625,-0.15625,-0.3125
batch_338,-0.09375,-0.09375,-0.0625
batch_339,-0.09375,-0.125,-0.15625
batch_340,-0.0625,-0.0625,-0.0625
batch_341,-0.03125,-0.09375,-0.03125
batch_342,-0.03125,0.0,0.0
batch_343,-0.1875,-0.03125,-0.03125
batch_344,-0.1875,-0.09375,-0.1875
batch_345,0.0,-0.0625,0.0
batch_346,-0.21875,-0.0625,-0.15625
batch_347,-0.0625,-0.03125,-0.09375
batch_348,-0.0625,-0.125,-0.09375
batch_349,-0.125,-0.0625,-0.09375
batch_350,0.0625,-0.0625,-0.03125
batch_351,-0.0625,0.0,-0.125
batch_352,-0.03125,-0.03125,0.0
batch_353,-0.0625,-0.0625,-0.03125
batch_354,-0.125,0.03125,-0.0625
batch_355,0.03125,-0.09375,-0.0625
batch_356,-0.0625,-0.0625,0.03125
batch_357,-0.125,0.03125,0.03125
batch_358,-0.1875,0.0,-0.0625
batch_359,-0.15625,0.0,-0.03125
batch_360,-0.09375,-0.09375,-0.0625
batch_361,-0.03125,-0.0625,-0.125
batch_362,-0.125,-0.1875,-0.0625
batch_363,-0.0625,-0.15625,-0.03125
batch_364,0.0,0.03125,0.0
batch_365,-0.0625,-0.09375,-0.09375
batch_366,-0.0625,-0.0625,-0.03125
batch_367,-0.125,-0.125,-0.1875
batch_368,0.0,-0.0625,-0.0625
batch_369,-0.0625,-0.0625,-0.0625
batch_370,-0.125,-0.03125,0.0
batch_371,-0.15625,-0.09375,-0.25
batch_372,-0.125,-0.125,-0.09375
batch_373,-0.21875,-0.21875,-0.1875
batch_374,-0.125,-0.125,-0.15625
batch_375,-0.0625,-0.0625,-0.15625
batch_376,-0.125,0.0,-0.0625
batch_377,-0.03125,-0.0625,-0.03125
batch_378,-0.15625,0.0,-0.0625
batch_379,-0.125,-0.0625,-0.0625
batch_380,-0.1875,-0.125,0.0625
batch_381,-0.15625,-0.125,0.0
batch_382,-0.0625,-0.09375,-0.125
batch_383,-0.21875,-0.15625,-0.1875
batch_384,-0.125,-0.0625,-0.0625
batch_385,-0.125,0.03125,-0.21875
batch_386,-0.125,-0.1875,-0.0625
batch_387,-0.125,-0.15625,-0.21875
batch_388,-0.09375,-0.0625,-0.0625
batch_389,-0.125,-0.21875,-0.0625
batch_390,-0.21875,-0.125,-0.125
batch_391,-0.09375,-0.09375,-0.0625
batch_392,-0.03125,0.15625,-0.09375
batch_393,-0.0625,-0.0625,0.0
batch_394,-0.03125,-0.09375,-0.15625
batch_395,-0.0625,-0.21875,-0.125
batch_396,-0.09375,0.0625,0.03125
batch_397,-0.1875,-0.125,-0.125
batch_398,-0.03125,-0.15625,0.03125
batch_399,-0.0625,-0.09375,0.03125
batch_400,-0.09375,-0.15625,-0.09375
batch_401,0.0,-0.03125,-0.0625
batch_402,-0.28125,-0.15625,-0.1875
batch_403,-0.125,-0.09375,-0.1875
batch_404,-0.09375,-0.15625,0.0
batch_405,0.0,-0.0625,-0.25
batch_406,-0.0625,-0.09375,-0.125
batch_407,-0.09375,-0.0625,-0.03125
batch_408,-0.0625,-0.15625,-0.15625
batch_409,-0.09375,-0.15625,-0.0625
batch_410,-0.1875,-0.0625,-0.0625
batch_411,-0.125,-0.1875,-0.03125
batch_412,-0.09375,-0.15625,-0.0625
batch_413,-0.15625,-0.125,-0.1875
batch_414,-0.15625,-0.21875,-0.1875
batch_415,-0.125,-0.09375,-0.0625
batch_416,-0.125,-0.1875,-0.25
batch_417,-0.25,0.0,-0.0625
batch_418,-0.125,-0.28125,-0.09375
batch_419,-0.1875,-0.25,-0.125
batch_420,-0.125,-0.15625,-0.09375
batch_421,-0.15625,-0.1875,-0.125
batch_422,-0.09375,-0.09375,-0.125
batch_423,0.03125,-0.0625,-0.0625
batch_424,-0.1875,-0.0625,0.03125
batch_425,-0.03125,-0.0625,-0.125
batch_426,-0.09375,0.0,0.0
batch_427,0.03125,0.03125,-0.0625
batch_428,0.0,-0.125,-0.0625
