,iteration_1,iteration_2,iteration_3
batch_1,-0.35595703125,-0.33984375,-0.255859375
batch_2,-0.05224609375,-0.150390625,-0.32275390625
batch_3,-0.14990234375,-0.173828125,-0.193359375
batch_4,-0.1552734375,-0.1767578125,-0.0859375
batch_5,-0.19384765625,-0.3623046875,-0.123046875
batch_6,-0.154296875,-0.1630859375,-0.208984375
batch_7,0.00341796875,-0.017578125,-0.0849609375
batch_8,-0.08154296875,-0.123046875,-0.0712890625
batch_9,-0.16455078125,-0.1162109375,-0.1455078125
batch_10,-0.4052734375,-0.24609375,-0.32373046875
batch_11,-0.142578125,-0.0361328125,-0.02197265625
batch_12,-0.1806640625,-0.08251953125,-0.08935546875
batch_13,-0.3291015625,-0.10595703125,-0.18896484375
batch_14,-0.134765625,-0.150390625,-0.1806640625
batch_15,-0.22998046875,-0.05859375,-0.0185546875
batch_16,-0.08642578125,-0.02001953125,-0.08642578125
batch_17,-0.1416015625,-0.0380859375,-0.18408203125
batch_18,-0.2197265625,-0.37646484375,-0.37060546875
batch_19,-0.1474609375,-0.1318359375,-0.06982421875
batch_20,0.00341796875,0.0185546875,-0.08349609375
batch_21,-0.087890625,-0.009765625,-0.134765625
batch_22,-0.36767578125,-0.279296875,-0.19970703125
batch_23,-0.1337890625,-0.07373046875,-0.14697265625
batch_24,-0.07568359375,-0.08203125,-0.07177734375
batch_25,-0.18212890625,-0.28662109375,-0.115234375
batch_26,-0.091796875,-0.1328125,-0.11279296875
batch_27,-0.29736328125,-0.30859375,-0.083984375
batch_28,-0.3125,-0.24951171875,-0.2861328125
batch_29,-0.2421875,-0.013671875,-0.18798828125
batch_30,-0.13818359375,-0.16796875,-0.1337890625
batch_31,-0.13818359375,-0.18603515625,-0.1494140625
batch_32,-0.21875,-0.33740234375,-0.27099609375
batch_33,-0.1123046875,-0.234375,-0.14453125
batch_34,-0.16015625,-0.11865234375,-0.33154296875
batch_35,-0.17236328125,-0.025390625,-0.1884765625
batch_36,-0.28759765625,-0.15576171875,-0.11865234375
batch_37,-0.1943359375,0.02001953125,0.0166015625
batch_38,-0.1826171875,-0.06591796875,-0.123046875
batch_39,-0.0205078125,-0.0146484375,-0.060546875
batch_40,-0.10888671875,-0.17822265625,-0.01953125
batch_41,-0.16259765625,-0.3203125,-0.2548828125
batch_42,-0.12060546875,-0.1337890625,-0.203125
batch_43,-0.0654296875,-0.056640625,-0.173828125
batch_44,-0.1318359375,-0.06982421875,-0.1806640625
batch_45,-0.00341796875,-0.13427734375,-0.0166015625
batch_46,-0.15576171875,-0.310546875,-0.34716796875
batch_47,-0.056640625,-0.0966796875,-0.09814453125
batch_48,-0.13232421875,-0.0439453125,-0.1533203125
batch_49,-0.1494140625,-0.17138671875,-0.203125
batch_50,-0.0712890625,-0.0830078125,-0.240234375
batch_51,-0.064453125,-0.1611328125,-0.16748046875
batch_52,-0.10791015625,-0.11474609375,-0.02490234375
batch_53,-0.06103515625,-0.25146484375,-0.01611328125
batch_54,-0.10595703125,-0.13525390625,-0.04736328125
batch_55,-0.13916015625,-0.1796875,-0.10693359375
batch_56,-0.14404296875,-0.0166015625,-0.10888671875
batch_57,-0.1669921875,-0.138671875,-0.201171875
batch_58,-0.1513671875,-0.107421875,-0.18603515625
batch_59,-0.0947265625,0.080078125,-0.173828125
batch_60,-0.16943359375,-0.1484375,-0.251953125
batch_61,-0.15087890625,-0.10986328125,-0.12109375
batch_62,-0.0830078125,-0.09765625,-0.185546875
batch_63,-0.26318359375,-0.115234375,-0.349609375
batch_64,-0.1044921875,-0.1240234375,-0.14794921875
batch_65,-0.185546875,-0.10107421875,0.04150390625
batch_66,-0.24658203125,-0.0263671875,-0.08935546875
batch_67,-0.08349609375,-0.150390625,-0.08740234375
batch_68,-0.04052734375,-0.01904296875,-0.1435546875
batch_69,-0.34228515625,-0.3056640625,-0.2578125
batch_70,-0.08935546875,-0.0576171875,-0.12646484375
batch_71,-0.1240234375,0.02392578125,-0.16552734375
batch_72,-0.126953125,-0.13818359375,-0.08935546875
batch_73,-0.130859375,-0.18359375,-0.26171875
batch_74,0.0244140625,-0.16015625,-0.0048828125
batch_75,-0.0576171875,-0.1513671875,-0.13623046875
batch_76,0.04150390625,-0.2138671875,-0.20751953125
batch_77,-0.015625,0.01806640625,-0.177734375
batch_78,-0.20703125,-0.16015625,-0.06201171875
batch_79,-0.0576171875,-0.1240234375,-0.11376953125
batch_80,-0.1611328125,-0.11669921875,-0.32177734375
batch_81,-0.16650390625,-0.04443359375,-0.3046875
batch_82,-0.18115234375,-0.31005859375,-0.22998046875
batch_83,-0.48388671875,-0.4267578125,-0.4814453125
batch_84,-0.265625,-0.02880859375,-0.1923828125
