,iteration_1,iteration_2,iteration_3
batch_1,0.046875,-0.125,-0.109375
batch_2,-0.0625,-0.0625,0.0
batch_3,-0.078125,-0.140625,-0.03125
batch_4,-0.09375,-0.078125,-0.203125
batch_5,-0.0625,-0.015625,-0.171875
batch_6,-0.09375,-0.125,-0.171875
batch_7,-0.03125,-0.125,-0.078125
batch_8,-0.125,-0.0625,0.015625
batch_9,0.0,-0.09375,-0.046875
batch_10,-0.09375,-0.265625,-0.15625
batch_11,-0.0625,-0.0625,-0.125
batch_12,-0.140625,0.0,-0.09375
batch_13,-0.03125,-0.109375,-0.046875
batch_14,-0.015625,-0.0625,-0.0625
batch_15,-0.09375,-0.125,-0.109375
batch_16,-0.078125,-0.015625,-0.03125
batch_17,-0.078125,-0.015625,-0.125
batch_18,-0.109375,-0.09375,-0.09375
batch_19,-0.109375,0.0625,-0.140625
batch_20,-0.078125,-0.015625,-0.125
batch_21,-0.046875,-0.09375,-0.0625
batch_22,-0.0625,-0.15625,-0.1875
batch_23,-0.03125,0.046875,0.0
batch_24,-0.03125,-0.046875,-0.125
batch_25,-0.09375,-0.046875,-0.109375
batch_26,-0.03125,0.0,-0.078125
batch_27,-0.15625,-0.0625,-0.09375
batch_28,-0.0625,-0.125,-0.140625
batch_29,-0.140625,-0.046875,-0.03125
batch_30,-0.140625,-0.015625,-0.03125
batch_31,-0.046875,0.015625,-0.09375
batch_32,-0.125,-0.109375,-0.015625
batch_33,-0.078125,-0.046875,-0.09375
batch_34,-0.109375,-0.109375,-0.046875
batch_35,-0.109375,-0.046875,-0.171875
batch_36,-0.0625,-0.09375,0.03125
batch_37,-0.03125,-0.109375,-0.125
batch_38,-0.09375,0.078125,-0.15625
batch_39,-0.0625,-0.078125,-0.015625
batch_40,-0.109375,-0.09375,-0.078125
batch_41,-0.03125,-0.078125,-0.03125
batch_42,0.0,-0.109375,-0.03125
batch_43,-0.109375,0.0,0.0625
batch_44,-0.09375,-0.109375,-0.234375
batch_45,-0.109375,-0.046875,0.0
batch_46,-0.109375,0.0,-0.09375
batch_47,-0.078125,-0.109375,-0.078125
batch_48,-0.15625,-0.125,0.0
batch_49,-0.1875,0.0,0.03125
batch_50,-0.09375,-0.109375,0.015625
batch_51,-0.09375,0.09375,-0.078125
batch_52,-0.078125,-0.09375,-0.046875
batch_53,-0.078125,-0.046875,-0.046875
batch_54,-0.0625,-0.078125,0.0625
batch_55,-0.0625,0.046875,0.015625
batch_56,-0.296875,-0.015625,-0.015625
batch_57,-0.078125,0.015625,-0.09375
batch_58,0.0,-0.046875,0.0
batch_59,-0.09375,-0.0625,-0.03125
batch_60,-0.125,-0.0625,0.03125
batch_61,-0.109375,-0.03125,-0.03125
batch_62,-0.140625,-0.0625,-0.125
batch_63,-0.03125,0.0,-0.0625
batch_64,0.015625,-0.015625,0.015625
batch_65,0.015625,0.046875,0.015625
batch_66,0.015625,-0.03125,-0.09375
batch_67,-0.09375,-0.03125,0.015625
batch_68,-0.140625,-0.109375,-0.03125
batch_69,-0.09375,-0.046875,-0.078125
batch_70,0.0,-0.078125,-0.09375
batch_71,0.015625,-0.078125,-0.03125
batch_72,-0.109375,-0.03125,-0.015625
batch_73,-0.09375,-0.046875,-0.03125
batch_74,-0.15625,-0.0625,-0.046875
batch_75,0.0,-0.0625,-0.203125
batch_76,-0.0625,-0.015625,-0.09375
batch_77,-0.03125,-0.09375,-0.0625
batch_78,0.0,-0.09375,-0.0625
batch_79,-0.046875,-0.0625,-0.0625
batch_80,-0.125,-0.109375,-0.125
batch_81,-0.15625,0.0,-0.015625
batch_82,-0.234375,-0.09375,-0.171875
batch_83,-0.203125,-0.109375,-0.203125
batch_84,-0.09375,-0.078125,-0.109375
batch_85,-0.140625,-0.140625,-0.140625
batch_86,-0.0625,-0.171875,-0.125
batch_87,-0.171875,-0.140625,-0.109375
batch_88,-0.15625,-0.25,-0.0625
batch_89,-0.1875,-0.078125,-0.125
batch_90,-0.109375,-0.046875,-0.109375
batch_91,-0.0625,-0.015625,-0.140625
batch_92,-0.0625,-0.140625,-0.03125
batch_93,-0.109375,-0.125,-0.109375
batch_94,-0.140625,-0.078125,-0.09375
batch_95,-0.1875,-0.109375,-0.078125
batch_96,-0.109375,-0.171875,-0.09375
batch_97,-0.078125,-0.15625,-0.09375
batch_98,-0.078125,-0.046875,-0.03125
batch_99,-0.15625,-0.015625,-0.0625
batch_100,-0.03125,-0.140625,-0.078125
batch_101,-0.109375,-0.046875,-0.078125
batch_102,-0.09375,-0.03125,-0.1875
batch_103,-0.078125,-0.03125,-0.125
batch_104,-0.078125,-0.0625,-0.078125
batch_105,-0.125,-0.203125,-0.109375
batch_106,-0.125,-0.03125,-0.21875
batch_107,-0.09375,-0.15625,-0.0625
batch_108,-0.125,-0.046875,0.03125
batch_109,-0.125,-0.15625,-0.0625
batch_110,-0.328125,-0.0625,-0.171875
batch_111,-0.046875,-0.0625,-0.015625
batch_112,-0.046875,-0.046875,-0.09375
batch_113,-0.0625,-0.203125,-0.125
batch_114,-0.0625,-0.03125,-0.0625
batch_115,-0.28125,0.015625,-0.1875
batch_116,-0.03125,-0.078125,-0.15625
batch_117,0.015625,-0.03125,-0.09375
batch_118,-0.09375,-0.09375,-0.0625
batch_119,-0.078125,-0.0625,0.0
batch_120,0.015625,0.0625,-0.0625
batch_121,-0.046875,-0.0625,-0.03125
batch_122,-0.0625,-0.078125,-0.046875
batch_123,-0.015625,-0.046875,-0.046875
batch_124,0.03125,-0.015625,-0.03125
batch_125,-0.015625,-0.078125,-0.15625
batch_126,-0.015625,-0.0625,0.015625
batch_127,0.0625,-0.046875,0.015625
batch_128,0.046875,-0.078125,-0.09375
batch_129,0.015625,-0.078125,-0.03125
batch_130,-0.09375,0.03125,-0.015625
batch_131,-0.078125,-0.03125,-0.0625
batch_132,0.015625,-0.09375,-0.03125
batch_133,-0.03125,0.0,0.03125
batch_134,-0.09375,-0.125,-0.125
batch_135,0.0,-0.09375,-0.015625
batch_136,-0.03125,0.03125,-0.03125
batch_137,-0.03125,0.03125,0.0625
batch_138,-0.109375,-0.015625,0.046875
batch_139,-0.0625,0.015625,0.0
batch_140,-0.015625,-0.046875,-0.046875
batch_141,0.015625,-0.0625,-0.078125
batch_142,-0.046875,-0.21875,-0.015625
batch_143,-0.046875,-0.03125,-0.0625
batch_144,-0.0625,-0.046875,-0.078125
batch_145,0.0625,-0.125,-0.1875
batch_146,-0.09375,-0.125,-0.140625
batch_147,-0.09375,0.0,0.015625
batch_148,-0.09375,-0.046875,-0.125
batch_149,0.0,-0.0625,-0.109375
batch_150,-0.0625,-0.09375,-0.078125
batch_151,-0.03125,-0.078125,-0.03125
batch_152,-0.046875,-0.078125,-0.0625
batch_153,-0.046875,-0.03125,-0.015625
batch_154,-0.140625,-0.125,-0.09375
batch_155,-0.0625,-0.046875,-0.171875
batch_156,-0.1875,-0.078125,-0.03125
batch_157,-0.1875,-0.15625,-0.109375
batch_158,-0.125,-0.140625,-0.125
batch_159,-0.03125,-0.21875,0.0
batch_160,-0.09375,-0.03125,-0.21875
batch_161,0.03125,-0.15625,0.046875
batch_162,-0.015625,-0.0625,-0.21875
batch_163,-0.078125,0.0,-0.078125
batch_164,-0.34375,-0.15625,-0.03125
batch_165,-0.125,-0.0625,-0.09375
batch_166,-0.109375,-0.125,-0.046875
batch_167,-0.125,-0.1875,-0.078125
batch_168,-0.125,-0.03125,-0.0625
batch_169,-0.15625,-0.1875,-0.09375
batch_170,-0.140625,-0.078125,-0.203125
batch_171,-0.140625,-0.171875,-0.21875
