,iteration_1,iteration_2,iteration_3
batch_1,-0.1015625,-0.1015625,-0.0703125
batch_2,-0.19140625,0.0078125,-0.15625
batch_3,-0.24609375,-0.19140625,-0.0859375
batch_4,-0.25,-0.12109375,-0.11328125
batch_5,-0.0859375,-0.140625,-0.02734375
batch_6,-0.0703125,-0.11328125,-0.1171875
batch_7,-0.04296875,-0.05078125,-0.1953125
batch_8,-0.11328125,-0.0859375,-0.0546875
batch_9,-0.0546875,-0.12109375,-0.06640625
batch_10,-0.1640625,-0.23828125,-0.2421875
batch_11,-0.01953125,-0.09765625,0.0
batch_12,-0.1796875,-0.109375,-0.16015625
batch_13,-0.05859375,-0.1328125,-0.2265625
batch_14,-0.16796875,-0.08203125,-0.046875
batch_15,-0.01171875,-0.0234375,-0.0078125
batch_16,-0.0703125,0.01953125,-0.09765625
batch_17,-0.0703125,-0.13671875,-0.15625
batch_18,-0.19921875,-0.203125,-0.1015625
batch_19,-0.0859375,-0.10546875,-0.125
batch_20,-0.109375,-0.1171875,-0.12109375
batch_21,-0.1328125,-0.12890625,0.00390625
batch_22,-0.20703125,-0.21875,-0.16015625
batch_23,-0.1015625,-0.03125,-0.14453125
batch_24,-0.015625,-0.078125,-0.0859375
batch_25,-0.06640625,-0.10546875,-0.21484375
batch_26,-0.1875,-0.0078125,-0.11328125
batch_27,-0.19921875,-0.13671875,-0.125
batch_28,-0.17578125,-0.171875,-0.23046875
batch_29,-0.0078125,-0.1796875,-0.0234375
batch_30,-0.08984375,-0.06640625,0.015625
batch_31,-0.1484375,-0.12109375,-0.12109375
batch_32,0.05078125,-0.1328125,-0.16796875
batch_33,-0.0703125,-0.078125,0.01171875
batch_34,-0.08984375,-0.140625,-0.17578125
batch_35,-0.2109375,-0.078125,-0.04296875
batch_36,-0.08203125,-0.015625,-0.140625
batch_37,-0.07421875,-0.06640625,-0.203125
batch_38,-0.17578125,-0.13671875,-0.09765625
batch_39,-0.02734375,-0.05859375,0.0078125
batch_40,0.01953125,-0.15625,-0.0390625
batch_41,-0.1015625,-0.1328125,-0.171875
batch_42,-0.12890625,-0.0078125,-0.00390625
batch_43,-0.046875,-0.109375,-0.01953125
batch_44,-0.12890625,-0.17578125,-0.1328125
batch_45,-0.08984375,0.0546875,0.015625
batch_46,-0.0390625,0.01171875,-0.09375
batch_47,-0.0234375,-0.0546875,-0.046875
batch_48,-0.234375,-0.0859375,-0.140625
batch_49,-0.08984375,-0.125,-0.15234375
batch_50,-0.046875,-0.0078125,-0.09375
batch_51,-0.11328125,-0.10546875,-0.1171875
batch_52,-0.0546875,-0.1171875,-0.046875
batch_53,-0.0859375,-0.0703125,-0.11328125
batch_54,-0.1171875,0.0,-0.01953125
