,iteration_1,iteration_2,iteration_3
batch_1,-0.203125,-0.01171875,-0.04296875
batch_2,0.02734375,-0.06640625,-0.09765625
batch_3,-0.16015625,-0.23828125,-0.2265625
batch_4,-0.16796875,-0.125,-0.2265625
batch_5,-0.0703125,-0.17578125,-0.140625
batch_6,-0.31640625,-0.11328125,-0.2265625
batch_7,-0.0234375,-0.125,-0.2421875
batch_8,-0.1640625,-0.1796875,-0.1171875
batch_9,-0.05859375,-0.1328125,-0.11328125
batch_10,-0.21484375,-0.11328125,-0.0234375
batch_11,-0.04296875,-0.0859375,0.0078125
batch_12,-0.109375,-0.15234375,-0.046875
batch_13,-0.0078125,-0.1015625,-0.12109375
batch_14,-0.15625,-0.1640625,-0.2265625
batch_15,-0.0703125,-0.10546875,-0.18359375
batch_16,-0.046875,-0.11328125,0.0078125
batch_17,-0.06640625,-0.19921875,-0.1640625
batch_18,-0.08984375,-0.12109375,-0.17578125
batch_19,-0.109375,-0.18359375,-0.02734375
batch_20,-0.01171875,-0.0859375,-0.05078125
batch_21,-0.12109375,-0.015625,-0.08984375
batch_22,-0.16015625,-0.1015625,-0.05859375
batch_23,-0.11328125,-0.09765625,0.07421875
batch_24,-0.09375,-0.140625,-0.05078125
batch_25,-0.12109375,-0.015625,-0.25
batch_26,-0.08203125,-0.05078125,-0.10546875
batch_27,-0.19140625,-0.09765625,0.0078125
batch_28,-0.140625,-0.23828125,-0.09375
batch_29,-0.10546875,-0.00390625,-0.0625
batch_30,-0.01953125,-0.0078125,-0.08984375
batch_31,-0.140625,-0.09375,-0.15234375
batch_32,-0.0234375,-0.15625,-0.2578125
batch_33,-0.03125,-0.15625,-0.015625
batch_34,-0.0390625,-0.1953125,-0.1640625
batch_35,-0.0078125,-0.0625,0.06640625
batch_36,0.03515625,-0.04296875,-0.08203125
batch_37,0.04296875,-0.1328125,-0.07421875
batch_38,-0.17578125,-0.08984375,0.01953125
batch_39,-0.07421875,-0.06640625,-0.046875
batch_40,-0.1171875,-0.18359375,-0.0078125
batch_41,-0.20703125,-0.1640625,0.01171875
batch_42,-0.03125,-0.08984375,0.01953125
batch_43,0.04296875,-0.02734375,-0.05859375
batch_44,-0.18359375,-0.2265625,-0.109375
batch_45,-0.078125,-0.06640625,-0.08984375
batch_46,-0.05859375,-0.0078125,-0.125
batch_47,-0.0546875,-0.09375,0.1171875
batch_48,-0.07421875,-0.11328125,-0.046875
batch_49,-0.0078125,-0.1171875,-0.12109375
batch_50,0.02734375,-0.16015625,-0.0703125
batch_51,-0.05859375,-0.140625,-0.13671875
batch_52,-0.125,-0.125,-0.06640625
batch_53,-0.046875,0.0,0.0546875
batch_54,0.0078125,-0.0859375,-0.046875
batch_55,-0.08203125,-0.16796875,-0.1328125
batch_56,-0.046875,-0.125,0.01171875
batch_57,-0.1015625,-0.078125,0.00390625
batch_58,-0.17578125,-0.0546875,-0.13671875
batch_59,-0.0703125,-0.06640625,-0.1484375
batch_60,-0.1796875,-0.07421875,-0.01953125
batch_61,-0.0703125,-0.01171875,-0.09375
batch_62,-0.0625,0.00390625,-0.12109375
batch_63,-0.046875,-0.09375,-0.03515625
batch_64,-0.015625,0.01171875,0.0078125
batch_65,0.00390625,0.0,-0.03125
batch_66,-0.0078125,-0.08203125,-0.0703125
batch_67,-0.12109375,-0.0078125,-0.01953125
batch_68,-0.1171875,-0.08984375,-0.0703125
batch_69,-0.125,-0.14453125,-0.12109375
batch_70,-0.0703125,-0.03515625,-0.08984375
batch_71,-0.01953125,-0.046875,-0.11328125
batch_72,-0.046875,-0.05859375,0.04296875
batch_73,-0.1328125,-0.02734375,-0.05078125
batch_74,-0.0546875,-0.078125,-0.125
batch_75,-0.109375,0.05078125,-0.12890625
batch_76,-0.1640625,-0.109375,0.0703125
batch_77,-0.0546875,-0.0234375,0.03125
batch_78,-0.0546875,-0.05859375,-0.0859375
batch_79,-0.0859375,-0.05859375,-0.15234375
batch_80,-0.16796875,-0.21875,-0.125
batch_81,-0.12109375,-0.02734375,-0.16796875
batch_82,-0.046875,-0.29296875,-0.01171875
batch_83,-0.19140625,-0.04296875,-0.0078125
batch_84,-0.125,-0.234375,-0.09375
batch_85,-0.0625,-0.203125,-0.0234375
batch_86,-0.1640625,-0.12890625,0.078125
batch_87,-0.1953125,-0.0625,-0.234375
batch_88,-0.015625,-0.0234375,0.06640625
batch_89,-0.12890625,-0.19140625,-0.05078125
batch_90,-0.1015625,-0.140625,-0.03515625
batch_91,-0.10546875,-0.03515625,-0.0234375
batch_92,-0.06640625,-0.09375,-0.10546875
batch_93,-0.109375,-0.02734375,-0.0703125
batch_94,-0.1796875,-0.11328125,-0.1328125
batch_95,-0.1953125,-0.28515625,-0.12109375
batch_96,-0.10546875,-0.171875,-0.0859375
batch_97,-0.30078125,-0.19140625,-0.18359375
batch_98,-0.015625,-0.15625,-0.03125
batch_99,-0.3046875,-0.078125,-0.37109375
batch_100,-0.1015625,0.0390625,-0.0859375
batch_101,-0.09375,-0.1484375,-0.09375
batch_102,-0.28515625,-0.1328125,-0.33984375
batch_103,-0.1328125,-0.0625,-0.14453125
batch_104,-0.1484375,-0.16015625,-0.1640625
batch_105,-0.046875,-0.23046875,-0.21875
batch_106,-0.140625,-0.21875,-0.0234375
batch_107,-0.19140625,-0.078125,-0.10546875
batch_108,-0.0859375,-0.09765625,-0.24609375
batch_109,-0.2578125,-0.19140625,-0.3046875
batch_110,-0.3046875,-0.16796875,-0.08203125
batch_111,-0.109375,-0.1640625,-0.0390625
batch_112,-0.0859375,-0.0546875,-0.0234375
batch_113,-0.1796875,-0.203125,-0.171875
batch_114,-0.09765625,-0.21875,-0.046875
batch_115,-0.08203125,-0.203125,-0.2265625
batch_116,-0.05859375,-0.0859375,-0.09375
batch_117,-0.0703125,-0.15234375,-0.07421875
batch_118,0.0,-0.07421875,-0.109375
batch_119,-0.046875,-0.14453125,-0.078125
batch_120,-0.21875,-0.07421875,-0.0625
batch_121,0.03125,-0.140625,-0.1953125
batch_122,-0.14453125,-0.1484375,-0.2109375
batch_123,-0.1015625,-0.0078125,-0.19921875
batch_124,-0.0546875,-0.04296875,-0.00390625
batch_125,-0.07421875,-0.0390625,-0.06640625
batch_126,-0.07421875,-0.14453125,-0.05078125
batch_127,0.00390625,-0.0234375,0.078125
batch_128,-0.1328125,-0.109375,-0.02734375
batch_129,0.0234375,-0.015625,-0.0859375
batch_130,-0.078125,-0.046875,-0.06640625
batch_131,-0.05859375,-0.03125,-0.08203125
batch_132,-0.03125,-0.046875,-0.1328125
batch_133,-0.0625,-0.09375,-0.05078125
batch_134,-0.203125,-0.2109375,-0.07421875
batch_135,-0.171875,0.01171875,-0.13671875
batch_136,-0.11328125,-0.09765625,-0.0859375
batch_137,-0.109375,-0.0234375,-0.11328125
batch_138,-0.1953125,-0.10546875,-0.12890625
batch_139,-0.09765625,0.0234375,-0.01171875
batch_140,-0.07421875,-0.04296875,-0.0078125
batch_141,-0.0625,-0.203125,0.00390625
batch_142,-0.2265625,-0.40234375,-0.3125
batch_143,-0.0234375,-0.0390625,-0.03125
batch_144,-0.2578125,0.0,-0.0546875
batch_145,-0.1171875,-0.0390625,-0.078125
batch_146,-0.20703125,-0.12109375,-0.0859375
batch_147,-0.02734375,-0.08984375,-0.00390625
batch_148,0.0,-0.0703125,0.0
batch_149,-0.07421875,-0.08984375,0.0546875
batch_150,-0.1015625,-0.05078125,-0.0703125
batch_151,0.0,-0.1015625,0.04296875
batch_152,-0.046875,-0.1171875,0.0234375
batch_153,0.08203125,-0.01171875,-0.0390625
batch_154,-0.1015625,-0.125,-0.2890625
batch_155,-0.01953125,-0.08203125,-0.18359375
batch_156,-0.0859375,-0.0234375,-0.2265625
batch_157,0.0703125,-0.07421875,-0.18359375
batch_158,-0.28515625,-0.296875,-0.265625
batch_159,-0.0625,-0.125,-0.0703125
batch_160,-0.25,-0.08984375,-0.2578125
batch_161,-0.0234375,-0.23046875,-0.14453125
batch_162,-0.1953125,-0.25,-0.0859375
batch_163,-0.05078125,-0.234375,-0.1015625
batch_164,-0.16015625,-0.20703125,-0.16015625
batch_165,-0.2890625,-0.16796875,-0.1875
batch_166,-0.09375,-0.04296875,-0.15625
batch_167,-0.1328125,-0.12890625,0.015625
batch_168,-0.12109375,-0.078125,-0.15625
batch_169,-0.20703125,-0.1640625,0.0078125
batch_170,-0.1953125,-0.03515625,-0.04296875
batch_171,-0.22265625,-0.203125,-0.19921875
batch_172,-0.1875,-0.078125,-0.25390625
batch_173,-0.25,-0.15625,-0.13671875
batch_174,-0.109375,-0.234375,-0.21484375
batch_175,-0.2265625,-0.15234375,-0.13671875
batch_176,-0.23828125,-0.29296875,-0.1484375
batch_177,-0.24609375,-0.28125,-0.08984375
batch_178,-0.125,-0.25,-0.10546875
batch_179,-0.1953125,-0.23046875,-0.3125
batch_180,-0.14453125,-0.0625,-0.18359375
batch_181,-0.125,-0.06640625,-0.08203125
batch_182,-0.1875,-0.23828125,-0.16796875
batch_183,-0.08203125,-0.3046875,-0.31640625
batch_184,-0.0625,-0.1171875,-0.19921875
batch_185,-0.125,-0.109375,-0.140625
batch_186,-0.1328125,0.0,-0.2265625
batch_187,-0.1953125,-0.2265625,-0.0546875
batch_188,-0.2109375,-0.0859375,-0.10546875
batch_189,-0.125,-0.1640625,-0.1640625
batch_190,-0.171875,-0.28515625,-0.21875
batch_191,-0.390625,-0.32421875,-0.2421875
batch_192,-0.35546875,-0.53125,-0.140625
batch_193,-0.4921875,-0.10546875,-0.4296875
batch_194,-0.21875,-0.1484375,-0.16015625
batch_195,-0.234375,-0.28515625,-0.18359375
batch_196,-0.40625,-0.1640625,-0.25390625
batch_197,-0.14453125,-0.13671875,-0.09375
batch_198,-0.21875,-0.31640625,-0.078125
batch_199,-0.015625,-0.12890625,-0.171875
batch_200,-0.11328125,-0.2109375,-0.15625
batch_201,-0.15625,-0.1171875,-0.171875
batch_202,-0.26171875,-0.39453125,-0.26953125
batch_203,-0.234375,-0.140625,-0.08203125
batch_204,-0.23046875,-0.2265625,-0.21875
batch_205,-0.2265625,-0.1328125,-0.1328125
batch_206,-0.1796875,-0.3046875,-0.15625
batch_207,-0.14453125,-0.0859375,-0.17578125
batch_208,-0.15234375,-0.19140625,-0.15625
batch_209,-0.18359375,-0.09375,-0.06640625
batch_210,-0.125,-0.1796875,-0.296875
batch_211,-0.4609375,-0.2578125,-0.23046875
batch_212,-0.15625,-0.04296875,-0.1875
batch_213,-0.28125,-0.1640625,-0.32421875
batch_214,-0.296875,-0.21484375,-0.25390625
batch_215,-0.2890625,-0.1875,-0.15625
batch_216,-0.2109375,-0.38671875,-0.171875
batch_217,-0.17578125,-0.10546875,-0.09765625
batch_218,-0.25390625,-0.0859375,-0.3046875
batch_219,-0.42578125,-0.3125,-0.3671875
batch_220,-0.20703125,-0.15234375,-0.1875
batch_221,-0.24609375,-0.03515625,-0.17578125
batch_222,-0.15625,-0.40234375,-0.171875
batch_223,-0.1875,-0.39453125,-0.32421875
batch_224,-0.078125,-0.2734375,-0.23828125
batch_225,-0.3203125,-0.25390625,-0.2109375
batch_226,-0.29296875,-0.11328125,-0.2265625
batch_227,-0.2890625,-0.265625,-0.1875
batch_228,-0.35546875,-0.109375,-0.16796875
batch_229,-0.3671875,-0.375,-0.12890625
batch_230,-0.203125,-0.14453125,-0.265625
batch_231,0.0078125,-0.2109375,-0.0390625
batch_232,-0.51171875,-0.2734375,-0.1640625
batch_233,-0.18359375,-0.25390625,-0.15234375
batch_234,-0.125,-0.078125,-0.34375
batch_235,-0.26171875,-0.31640625,-0.16796875
batch_236,-0.2578125,-0.31640625,-0.2109375
batch_237,-0.046875,-0.1015625,-0.28515625
batch_238,-0.1953125,-0.31640625,-0.0625
batch_239,-0.109375,-0.078125,-0.328125
batch_240,-0.09765625,-0.10546875,-0.08203125
batch_241,-0.20703125,-0.09765625,-0.015625
batch_242,-0.2734375,-0.09375,-0.17578125
batch_243,-0.26171875,-0.3515625,-0.3046875
batch_244,-0.23046875,-0.1796875,-0.15625
batch_245,-0.16015625,-0.19921875,-0.12109375
batch_246,-0.21875,-0.16015625,-0.22265625
batch_247,-0.2890625,-0.33984375,-0.1015625
batch_248,-0.1015625,-0.07421875,-0.1171875
batch_249,-0.04296875,-0.1484375,-0.328125
batch_250,-0.2421875,-0.25,-0.25
batch_251,-0.19921875,-0.23046875,-0.3359375
batch_252,0.046875,-0.140625,-0.234375
batch_253,-0.21875,-0.1796875,-0.2265625
batch_254,-0.515625,-0.1953125,-0.125
batch_255,-0.08203125,-0.25,-0.31640625
batch_256,-0.2109375,-0.17578125,-0.2265625
batch_257,-0.39453125,-0.125,-0.12890625
batch_258,-0.37109375,-0.30859375,-0.4375
batch_259,-0.125,-0.140625,-0.1328125
batch_260,-0.26171875,-0.15625,-0.21484375
batch_261,-0.18359375,-0.265625,-0.20703125
batch_262,-0.2734375,-0.34375,-0.2890625
batch_263,-0.421875,-0.3359375,-0.421875
batch_264,-0.125,-0.3046875,-0.203125
batch_265,-0.2890625,-0.2578125,-0.1328125
batch_266,-0.359375,-0.2421875,-0.40625
batch_267,-0.1171875,-0.3203125,-0.2734375
batch_268,-0.40625,0.0,-0.30078125
batch_269,-0.109375,-0.15234375,-0.29296875
batch_270,-0.203125,-0.28125,-0.32421875
batch_271,-0.2265625,-0.17578125,-0.1953125
batch_272,-0.1796875,-0.265625,-0.41015625
batch_273,-0.14453125,-0.171875,-0.10546875
batch_274,-0.19140625,-0.2109375,-0.2109375
batch_275,-0.19921875,-0.2890625,-0.20703125
batch_276,-0.140625,-0.09375,-0.12890625
batch_277,-0.1640625,-0.1484375,-0.14453125
batch_278,-0.25390625,-0.14453125,-0.23046875
batch_279,-0.140625,-0.15234375,-0.11328125
batch_280,-0.27734375,-0.19140625,-0.34375
batch_281,-0.19921875,-0.234375,-0.1796875
batch_282,-0.19921875,-0.39453125,-0.2734375
batch_283,-0.203125,-0.0234375,-0.17578125
batch_284,-0.14453125,-0.23046875,-0.203125
batch_285,-0.18359375,-0.15625,-0.1640625
batch_286,-0.22265625,-0.0546875,-0.203125
batch_287,-0.08203125,-0.28125,-0.1875
batch_288,-0.11328125,-0.15234375,-0.3046875
batch_289,-0.09375,-0.15234375,-0.09765625
batch_290,-0.12109375,-0.046875,-0.15234375
batch_291,-0.19140625,-0.05078125,0.0859375
batch_292,-0.03125,-0.25,-0.078125
batch_293,-0.1484375,-0.08203125,-0.00390625
batch_294,0.0625,-0.1953125,-0.15625
batch_295,-0.0703125,-0.05859375,-0.0546875
batch_296,-0.12890625,-0.1796875,-0.078125
batch_297,-0.1875,-0.3203125,-0.203125
