,iteration_1,iteration_2,iteration_3
batch_1,-0.109375,0.015625,-0.09375
batch_2,-0.03125,-0.09375,-0.0625
batch_3,-0.109375,-0.125,-0.3125
batch_4,-0.09375,-0.0625,-0.09375
batch_5,-0.1875,-0.09375,-0.171875
batch_6,-0.203125,-0.03125,0.0
batch_7,-0.015625,-0.125,0.0
batch_8,-0.140625,-0.125,-0.1875
batch_9,-0.0625,0.0,-0.0625
batch_10,-0.21875,-0.09375,-0.203125
batch_11,-0.09375,-0.09375,0.015625
batch_12,-0.09375,-0.15625,-0.078125
batch_13,0.0,-0.09375,-0.125
batch_14,-0.15625,-0.0625,-0.125
batch_15,-0.078125,-0.171875,-0.140625
batch_16,-0.140625,-0.140625,-0.25
batch_17,0.0,-0.109375,0.0
batch_18,-0.078125,-0.171875,-0.09375
batch_19,0.078125,0.09375,-0.171875
batch_20,-0.078125,0.015625,-0.078125
batch_21,-0.0625,-0.015625,-0.09375
batch_22,-0.125,-0.140625,-0.03125
batch_23,0.03125,-0.09375,-0.046875
batch_24,-0.015625,0.0,0.0
batch_25,-0.015625,-0.140625,0.09375
batch_26,-0.0625,-0.03125,-0.046875
batch_27,-0.078125,-0.078125,-0.109375
batch_28,-0.125,-0.15625,-0.015625
batch_29,0.03125,-0.09375,-0.125
batch_30,-0.046875,-0.078125,-0.03125
batch_31,-0.0625,-0.109375,-0.09375
batch_32,-0.109375,-0.046875,-0.078125
batch_33,-0.109375,-0.046875,0.0
batch_34,-0.09375,-0.109375,-0.1875
batch_35,-0.0625,-0.109375,-0.03125
batch_36,0.046875,-0.109375,-0.015625
batch_37,-0.171875,-0.15625,-0.140625
batch_38,-0.078125,-0.046875,-0.15625
batch_39,-0.125,-0.046875,-0.03125
batch_40,-0.03125,-0.03125,-0.078125
batch_41,-0.109375,0.09375,-0.09375
batch_42,-0.03125,-0.046875,0.0625
batch_43,-0.140625,-0.078125,-0.078125
batch_44,-0.09375,-0.09375,-0.109375
batch_45,-0.0625,-0.078125,-0.0625
batch_46,-0.078125,0.015625,-0.078125
batch_47,-0.03125,-0.09375,-0.0625
batch_48,-0.171875,-0.078125,-0.09375
batch_49,0.0,-0.03125,-0.03125
batch_50,-0.0625,-0.0625,-0.109375
batch_51,-0.140625,-0.046875,-0.109375
batch_52,-0.109375,-0.03125,-0.046875
batch_53,-0.03125,0.078125,0.015625
batch_54,-0.046875,0.046875,-0.015625
batch_55,-0.109375,-0.078125,0.0
batch_56,0.015625,-0.109375,-0.0625
batch_57,0.0,-0.03125,0.0
batch_58,-0.125,0.0,-0.140625
batch_59,0.03125,-0.078125,-0.09375
batch_60,-0.03125,-0.0625,-0.03125
batch_61,-0.0625,-0.0625,-0.0625
batch_62,-0.03125,-0.015625,-0.171875
batch_63,0.015625,-0.03125,-0.03125
batch_64,-0.046875,0.0625,-0.046875
batch_65,0.0,0.0625,0.03125
batch_66,-0.078125,-0.09375,-0.046875
batch_67,-0.03125,-0.15625,-0.140625
batch_68,-0.109375,-0.078125,-0.046875
batch_69,-0.078125,-0.03125,-0.0625
batch_70,-0.109375,-0.140625,-0.015625
batch_71,0.0,0.109375,-0.0625
batch_72,-0.09375,-0.140625,-0.0625
batch_73,-0.15625,-0.140625,-0.109375
batch_74,-0.15625,0.109375,-0.015625
batch_75,-0.125,-0.09375,-0.078125
batch_76,-0.15625,-0.09375,-0.109375
batch_77,0.015625,-0.046875,-0.046875
batch_78,-0.03125,-0.078125,-0.03125
batch_79,-0.046875,-0.046875,-0.03125
batch_80,-0.15625,-0.171875,-0.0625
batch_81,-0.03125,0.03125,-0.03125
batch_82,-0.140625,-0.15625,-0.109375
batch_83,-0.078125,-0.15625,-0.1875
batch_84,-0.25,-0.140625,-0.125
batch_85,-0.109375,-0.1875,0.0
batch_86,-0.015625,-0.125,-0.140625
batch_87,-0.03125,-0.03125,-0.03125
batch_88,0.0,-0.15625,-0.078125
batch_89,0.0,-0.171875,-0.0625
batch_90,0.0,-0.03125,-0.03125
batch_91,0.0625,-0.015625,-0.015625
batch_92,-0.078125,-0.078125,-0.078125
batch_93,-0.09375,-0.1875,-0.125
batch_94,-0.15625,-0.109375,0.015625
batch_95,-0.09375,-0.109375,0.0
batch_96,0.03125,-0.125,-0.265625
batch_97,-0.09375,-0.09375,-0.125
batch_98,-0.046875,-0.0625,-0.0625
batch_99,0.015625,0.03125,-0.015625
batch_100,0.046875,-0.09375,-0.046875
batch_101,-0.09375,0.0625,-0.109375
batch_102,0.015625,-0.015625,-0.125
batch_103,0.0,-0.03125,-0.046875
batch_104,-0.09375,-0.0625,-0.09375
batch_105,-0.078125,-0.09375,-0.140625
batch_106,-0.140625,-0.125,-0.09375
batch_107,-0.09375,-0.03125,-0.15625
batch_108,-0.09375,-0.078125,-0.078125
batch_109,-0.171875,-0.171875,-0.109375
