,iteration_1,iteration_2,iteration_3
batch_1,-0.150390625,-0.212890625,-0.109375
batch_2,-0.150390625,-0.03515625,-0.12890625
batch_3,-0.15625,-0.212890625,-0.109375
batch_4,-0.125,-0.16796875,-0.15625
batch_5,-0.109375,-0.3828125,-0.16796875
batch_6,-0.234375,-0.12890625,-0.15234375
batch_7,-0.16015625,-0.060546875,-0.171875
batch_8,-0.16015625,-0.072265625,-0.150390625
batch_9,-0.11328125,-0.091796875,-0.17578125
batch_10,-0.162109375,-0.197265625,-0.193359375
batch_11,-0.033203125,-0.01953125,-0.04296875
batch_12,-0.12890625,-0.123046875,-0.02734375
batch_13,-0.125,-0.154296875,-0.056640625
batch_14,-0.056640625,0.056640625,-0.154296875
batch_15,-0.087890625,-0.107421875,0.01953125
batch_16,-0.046875,-0.046875,-0.13671875
batch_17,-0.1328125,-0.26171875,0.001953125
batch_18,-0.26953125,-0.107421875,-0.21484375
batch_19,0.083984375,-0.0859375,-0.1171875
batch_20,-0.068359375,-0.20703125,-0.125
batch_21,-0.15234375,-0.0390625,-0.3125
batch_22,-0.24609375,-0.158203125,-0.30078125
batch_23,-0.17578125,-0.142578125,-0.111328125
batch_24,-0.06640625,-0.029296875,-0.064453125
batch_25,-0.10546875,-0.1640625,0.05078125
batch_26,-0.14453125,-0.072265625,-0.1171875
batch_27,-0.044921875,-0.25390625,-0.1171875
batch_28,-0.11328125,-0.169921875,-0.05859375
batch_29,-0.2578125,-0.068359375,-0.052734375
batch_30,-0.1015625,-0.041015625,-0.109375
batch_31,-0.0703125,-0.095703125,-0.16015625
batch_32,-0.0859375,-0.076171875,0.1484375
batch_33,-0.12109375,-0.255859375,-0.29296875
batch_34,-0.11328125,-0.26953125,-0.212890625
batch_35,0.029296875,-0.02734375,0.0703125
batch_36,-0.26171875,-0.087890625,-0.087890625
batch_37,-0.185546875,-0.025390625,-0.212890625
batch_38,-0.09765625,-0.126953125,-0.111328125
batch_39,-0.076171875,-0.1171875,-0.19921875
batch_40,-0.041015625,0.09375,-0.11328125
batch_41,-0.21484375,-0.185546875,-0.091796875
batch_42,0.015625,-0.05859375,-0.0078125
batch_43,-0.052734375,-0.05078125,-0.013671875
batch_44,-0.15234375,-0.12109375,-0.064453125
batch_45,-0.005859375,-0.13671875,-0.091796875
batch_46,-0.109375,-0.23046875,-0.14453125
batch_47,-0.1171875,0.013671875,-0.05078125
batch_48,-0.07421875,-0.068359375,-0.169921875
batch_49,-0.2734375,-0.1796875,-0.01953125
batch_50,-0.1484375,-0.15625,-0.212890625
batch_51,-0.056640625,-0.255859375,-0.07421875
batch_52,-0.0625,-0.05078125,-0.0078125
batch_53,-0.080078125,0.001953125,0.01953125
batch_54,-0.146484375,-0.197265625,-0.02734375
batch_55,-0.10546875,-0.236328125,-0.23828125
batch_56,-0.15625,-0.056640625,-0.14453125
batch_57,-0.01171875,-0.029296875,-0.146484375
batch_58,-0.2265625,-0.18359375,-0.123046875
batch_59,-0.009765625,-0.181640625,-0.021484375
batch_60,-0.13671875,-0.109375,-0.28515625
batch_61,-0.091796875,-0.009765625,-0.119140625
batch_62,-0.22265625,-0.06640625,-0.15234375
batch_63,-0.1484375,0.01953125,-0.03515625
batch_64,0.099609375,-0.0234375,-0.072265625
batch_65,0.056640625,0.01953125,-0.029296875
batch_66,-0.078125,0.017578125,-0.0546875
batch_67,-0.111328125,-0.05859375,-0.013671875
batch_68,-0.068359375,-0.099609375,-0.095703125
batch_69,-0.1015625,-0.1015625,-0.14453125
batch_70,-0.0234375,-0.0859375,-0.125
batch_71,-0.126953125,-0.052734375,-0.009765625
batch_72,-0.16015625,-0.037109375,-0.115234375
batch_73,-0.138671875,-0.0546875,-0.119140625
batch_74,-0.015625,-0.193359375,-0.091796875
batch_75,0.056640625,-0.185546875,-0.08984375
batch_76,-0.01953125,-0.13671875,-0.0703125
batch_77,-0.087890625,-0.099609375,-0.263671875
batch_78,-0.26171875,-0.1015625,-0.078125
batch_79,-0.125,0.009765625,-0.205078125
batch_80,-0.02734375,-0.076171875,-0.07421875
batch_81,0.05859375,-0.078125,-0.001953125
batch_82,-0.013671875,-0.1875,-0.125
batch_83,-0.142578125,-0.357421875,-0.21484375
