,iteration_1,iteration_2,iteration_3
batch_1,-0.125,-0.0625,0.0
batch_2,-0.078125,-0.21875,-0.03125
batch_3,-0.0625,-0.203125,-0.09375
batch_4,-0.125,-0.0625,-0.046875
batch_5,-0.171875,-0.09375,-0.109375
batch_6,-0.09375,-0.125,-0.109375
batch_7,-0.09375,-0.203125,-0.09375
batch_8,-0.09375,-0.125,-0.03125
batch_9,-0.125,0.0,0.0625
batch_10,-0.34375,-0.109375,-0.125
batch_11,-0.03125,-0.0625,-0.078125
batch_12,-0.0625,0.0,-0.03125
batch_13,-0.109375,-0.09375,-0.0625
batch_14,-0.046875,-0.0625,-0.203125
batch_15,-0.09375,-0.109375,-0.09375
batch_16,-0.0625,-0.140625,-0.015625
batch_17,-0.03125,-0.109375,-0.046875
batch_18,-0.0625,-0.21875,0.09375
batch_19,-0.09375,-0.171875,-0.09375
batch_20,-0.078125,-0.09375,-0.03125
batch_21,-0.03125,-0.015625,-0.03125
batch_22,-0.125,-0.09375,-0.140625
batch_23,-0.015625,-0.1875,-0.03125
batch_24,-0.0625,-0.046875,-0.09375
batch_25,-0.1875,-0.078125,-0.140625
batch_26,-0.125,-0.09375,-0.09375
batch_27,-0.140625,-0.125,-0.1875
batch_28,-0.078125,-0.265625,-0.0625
batch_29,0.015625,-0.140625,-0.015625
batch_30,-0.109375,-0.0625,-0.15625
batch_31,-0.109375,0.28125,-0.09375
batch_32,-0.03125,-0.0625,-0.09375
batch_33,-0.109375,-0.0625,-0.015625
batch_34,-0.15625,-0.09375,-0.1875
batch_35,-0.03125,-0.078125,-0.0625
batch_36,0.046875,0.03125,-0.109375
batch_37,-0.0625,-0.015625,-0.015625
batch_38,-0.0625,-0.078125,-0.03125
batch_39,-0.03125,-0.046875,-0.078125
batch_40,0.046875,-0.015625,0.03125
batch_41,-0.0625,-0.1875,-0.046875
batch_42,-0.03125,-0.03125,-0.0625
batch_43,0.03125,-0.03125,-0.0625
batch_44,-0.140625,-0.03125,-0.15625
batch_45,0.046875,-0.046875,-0.0625
batch_46,-0.015625,0.0,-0.09375
batch_47,-0.03125,-0.140625,-0.046875
batch_48,0.03125,-0.0625,-0.140625
batch_49,-0.109375,-0.078125,-0.09375
batch_50,-0.109375,-0.15625,-0.0625
batch_51,-0.109375,-0.109375,-0.140625
batch_52,-0.0625,0.09375,-0.015625
batch_53,-0.03125,-0.046875,-0.09375
batch_54,0.0,-0.0625,0.015625
batch_55,-0.09375,0.0,-0.171875
batch_56,-0.109375,-0.125,-0.0625
batch_57,-0.015625,-0.0625,-0.0625
batch_58,-0.125,-0.109375,0.0
batch_59,-0.140625,-0.109375,-0.109375
batch_60,-0.015625,-0.015625,-0.0625
batch_61,-0.140625,-0.0625,-0.046875
batch_62,-0.03125,-0.09375,-0.015625
batch_63,0.046875,0.03125,-0.03125
batch_64,0.03125,-0.015625,-0.015625
batch_65,0.078125,0.0,0.0
batch_66,-0.109375,0.09375,-0.0625
batch_67,-0.0625,0.0,-0.015625
batch_68,-0.109375,-0.03125,-0.0625
batch_69,-0.046875,-0.15625,-0.078125
batch_70,-0.109375,0.0,-0.03125
batch_71,-0.046875,-0.0625,-0.09375
batch_72,-0.0625,-0.09375,-0.109375
